scenario_id,method,action,candidate_id,time,record_basis,stage_cost,cumulative_cost,cumulative_delta_v,coverage_ratio,required_coverage_ratio,required_covered_count,missing_required_target_ids
required09_test_000,adaptive_rollout_adp,1,cand_0005,150.0,planned_graph_and_transfer_not_execution,4.262164001319716,4.262164001319716,0.5136259428055551,0.04142284395801456,0.1111111111111111,1,mesh_00007;mesh_00015;mesh_00019;mesh_00033;mesh_00052;mesh_00055;mesh_00059;mesh_00079
required09_test_000,adaptive_rollout_adp,2,cand_0000,300.0,planned_graph_and_transfer_not_execution,14.737644710207366,18.99980871152708,2.3034958428058165,0.062134265937021836,0.2222222222222222,2,mesh_00015;mesh_00019;mesh_00033;mesh_00052;mesh_00055;mesh_00059;mesh_00079
required09_test_000,adaptive_rollout_adp,3,cand_0070,450.0,planned_graph_and_transfer_not_execution,9.512036459632279,28.511845171159358,3.4566984267719274,0.1337234496671767,0.2222222222222222,2,mesh_00015;mesh_00019;mesh_00033;mesh_00052;mesh_00055;mesh_00059;mesh_00079
required09_test_000,adaptive_rollout_adp,4,cand_0068,600.0,planned_graph_and_transfer_not_execution,16.29523149377283,44.80707666493219,5.4370879781101,0.2467354773553461,0.2222222222222222,2,mesh_00015;mesh_00019;mesh_00033;mesh_00052;mesh_00055;mesh_00059;mesh_00079
required09_test_000,adaptive_rollout_adp,5,cand_0021,750.0,planned_graph_and_transfer_not_execution,10.868979517875543,55.676056182807734,6.753999746807362,0.40117034900153004,0.4444444444444444,4,mesh_00015;mesh_00052;mesh_00055;mesh_00059;mesh_00079
required09_test_000,adaptive_rollout_adp,6,cand_0015,900.0,planned_graph_and_transfer_not_execution,5.113300805529735,60.78935698833747,7.370722407371643,0.46330461493855196,0.5555555555555556,5,mesh_00052;mesh_00055;mesh_00059;mesh_00079
required09_test_000,adaptive_rollout_adp,7,cand_0052,1050.0,planned_graph_and_transfer_not_execution,22.696039968993365,83.48539695733083,10.127002999992552,0.5970280646057285,0.7777777777777778,7,mesh_00052;mesh_00079
required09_test_000,adaptive_rollout_adp,8,cand_0062,1200.0,planned_graph_and_transfer_not_execution,13.192008115247113,96.67740507257795,11.72868183574439,0.6893286703148908,0.8888888888888888,8,mesh_00052
required09_test_000,adaptive_rollout_adp,9,cand_0045,1350.0,planned_graph_and_transfer_not_execution,16.794514514611777,113.47191958718973,13.768885294460114,0.7721743582309198,1.0,9,
