method,time,boresight_x,boresight_y,boresight_z,yaw_rad,pitch_rad,qx,qy,qz,qw
set_cover_cw_tour,2.0,-4.2733649451484344e-05,0.9614714745204301,-0.2749047141417279,1.5708407728867004,0.27849059679059507,-0.0981456022604118,0.09814124016890183,0.7002782759752266,0.7002471520343481
set_cover_cw_tour,4.0,-0.00016356519113566706,0.961322426713057,-0.2754254257416103,1.5709664728198016,0.2790322165479633,-0.09834142083184962,0.09832468985332594,0.7002956789534084,0.7001765365628908
set_cover_cw_tour,6.0,-0.00034903770894212507,0.9610922762080495,-0.2762272882716478,1.5711594945179526,0.2798664407661564,-0.09864303120148121,0.09860721373992372,0.7003221660442571,0.700067877809654
set_cover_cw_tour,8.0,-0.0005876487670347659,0.9607941750576783,-0.27726198413082553,1.5714079548719735,0.2809431907767038,-0.09903234888532846,0.09897179643611267,0.7003559151558056,0.6999276887584441
set_cover_cw_tour,10.0,-0.0008695901911136788,0.9604393368784435,-0.2784879243152119,1.5717017353096292,0.2822193913473346,-0.09949382851999318,0.09940378671664446,0.7003953756857256,0.6997615186553755
set_cover_cw_tour,12.0,-0.0011865175366758717,0.9600373470237912,-0.2798694061444662,1.5720322338522963,0.2836580766403526,-0.10001413521286182,0.09989060335853356,0.7004392379992758,0.6995740947099782
set_cover_cw_tour,14.0,-0.0015313472951815942,0.9595964162407312,-0.2813758570194089,1.5723921497568505,0.28522759376413764,-0.10058185331964677,0.10042147042587908,0.7004864038117335,0.6993694425231877
set_cover_cw_tour,16.0,-0.001898079514998063,0.9591235894168185,-0.28298116106616134,1.572775297032007,0.2869008979188159,-0.10118722979152647,0.100987181155254,0.7005359583917266,0.6991509885351074
set_cover_cw_tour,18.0,-0.0022816433741393144,0.9586249184818081,-0.284663063584407,1.5731764433782234,0.2886549319348522,-0.10182194899710136,0.10157988883917306,0.7005871450936643,0.6989216472648146
set_cover_cw_tour,20.0,-0.002677763253110761,0.958105606536713,-0.2864026471715614,1.5735911713952158,0.29047008250126977,-0.10247893588865235,0.10219292268309459,0.7006393424437728,0.6986838956728387
set_cover_cw_tour,22.0,-0.003082842960965894,0.9575701287356905,-0.28818387295681747,1.5740157592077146,0.29232970534413394,-0.10315218447537784,0.10282062641722811,0.7006920438135799,0.6984398366054694
set_cover_cw_tour,24.0,-0.0034938659264692716,0.9570223342505484,-0.28999318034484795,1.5744470779627138,0.2942197118786401,-0.10383660873776684,0.10345821740319233,0.7007448395921216,0.6981912529691312
set_cover_cw_tour,26.0,-0.003908309352336801,0.9564655327264802,-0.29181913889300876,1.5748825039402752,0.2961282103017383,-0.10452791333208666,0.10410166403356094,0.7007974016943929,0.6979396540233771
set_cover_cw_tour,28.0,-0.00432407052621244,0.9559025679284737,-0.29365214632594466,1.5753198432890605,0.29804519463473617,-0.10522248166835857,0.1047475793414335,0.7008494702039921,0.6976863149642866
set_cover_cw_tour,30.0,-0.004739403675959677,0.9553358807312526,-0.2954841671566145,1.5757572676441864,0.2999622758108119,-0.10591727918338611,0.10539312889075242,0.7009008419317223,0.6974323107889459
set_cover_cw_tour,32.0,-0.005152865941978752,0.9547675631831103,-0.2973085068846322,1.5761932591076535,0.30187244949358416,-0.10660976986222245,0.10603595118787386,0.7009513606711041,0.6971785452801417
set_cover_cw_tour,34.0,-0.005563271211578585,0.9541994050459409,-0.29911961724935215,1.5766265632707113,0.30376989588585956,-0.10729784428069977,0.10667408902863555,0.7010009089407089,0.696925775823312
set_cover_cw_tour,36.0,-0.0059696507179274804,0.9536329339575135,-0.3009129285057236,1.577056149134101,0.3056498073278338,-0.10797975764480255,0.10730593036489612,0.7010494010178512,0.6966746346609771
set_cover_cw_tour,38.0,-0.006371219448109058,0.9530694501604421,-0.30268470515309565,1.5774811749376831,0.3075082399832705,-0.10865407648811976,0.10793015743534169,0.7010967770857579,0.6964256470998604
set_cover_cw_tour,40.0,-0.006767347531510646,0.9525100565824013,-0.3044319219739918,1.5779009590472663,0.309341986366909,-0.10931963285597004,0.10854570305448212,0.7011429983349785,0.6961792471098809
set_cover_cw_tour,42.0,-0.0071575358918929575,0.9519556849241888,-0.30615215762831827,1.5783149551653577,0.31114846587588074,-0.10997548495447493,0.10915171308985702,0.7011880428782966,0.6959357906898321
set_cover_cw_tour,44.0,-0.007541395545057628,0.9514071183089077,-0.3078435033980308,1.5787227312358791,0.3129256308535185,-0.11062088337577743,0.10974751428019514,0.7012319023560232,0.6956955673199549
set_cover_cw_tour,46.0,-0.007918630010218714,0.9508650109612895,-0.30950448498906763,1.5791239515024211,0.3146718860380401,-0.11125524212795934,0.11033258665688699,0.7012745791248318,0.6954588097752014
set_cover_cw_tour,48.0,-0.008289020378218903,0.9503299053169018,-0.31113399557351173,1.5795183612569474,0.3163860195342659,-0.11187811380133719,0.11090653992832304,0.7013160839380749,0.6952257025334619
set_cover_cw_tour,50.0,-0.008652412644815852,0.9498022469034514,-0.3127312384981374,1.5799057738825635,0.3180671436971832,-0.11248916829308934,0.11146909327230067,0.7013564340386841,0.6949963889793394
set_cover_cw_tour,52.0,-0.00900870697354601,0.9492823972883075,-0.3142956782986825,1.5802860598513468,0.31971464453524456,-0.11308817459092639,0.11202005805682365,0.701395651597384,0.6947709775752864
set_cover_cw_tour,54.0,-0.009357848601217338,0.9487706453458086,-0.3158269988453401,1.5806591373875407,0.3213281384321685,-0.11367498518504995,0.11255932307523173,0.7014337624390875,0.6945495471473364
set_cover_cw_tour,56.0,-0.009699820140860958,0.9482672170635472,-0.3173250676070052,1.581024964548727,0.3229074351518717,-0.11424952273714288,0.11308684193872796,0.7014707950091406,0.6943321514116314
set_cover_cw_tour,58.0,-0.01003463507286062,0.9477722840774843,-0.3187899051624799,1.5813835325138386,0.3244525062349786,-0.11481176868668437,0.11360262231896505,0.7015067795386477,0.6941188228499535
set_cover_cw_tour,60.0,-0.010362332245759493,0.9472859711006267,-0.3202216592086969,1.5817348598979142,0.3259634580198104,-0.11536175351947996,0.11410671677632055,0.701541747374601,0.6939095760270434
set_cover_cw_tour,62.0,-0.01068297123460622,0.9468083623883672,-0.3216205824213665,1.5820789879400505,0.3274405086282982,-0.11589954846182154,0.11459921494663239,0.7015757304460571,0.6937044104292857
set_cover_cw_tour,64.0,-0.010996628427254606,0.9463395073649239,-0.3229870136143962,1.5824159764336885,0.3288839683500673,-0.11642525839693109,0.11508023689123115,0.7016087608423126,0.6935033128930103
set_cover_cw_tour,66.0,-0.011303393728303954,0.9458794255191691,-0.32432136172282816,1.582745900287759,0.33029422293792493,-0.11693901582899521,0.11554992744274287,0.7016408704829906,0.6933062596809537
set_cover_cw_tour,68.0,-0.01160336778682216,0.945428110664118,-0.325624092201545,1.5830688466237568,0.33167171939686907,-0.1174409757447728,0.11600845140293407,0.7016720908633206,0.693113218257093
set_cover_cw_tour,70.0,-0.01189665966803252,0.9449855346421854,-0.3268957154900715,1.583384912327924,0.33301695390800207,-0.11793131124399434,0.11645598946934117,0.7017024528607071,0.6929241488029234
