method,final_coverage_ratio,final_inspectable_coverage_ratio,inspectable_area_ratio,coverage_success,feasible,total_delta_v,peak_requested_input,input_limit,clipped_step_count,clipped_step_ratio,min_clearance,max_speed,rms_tracking_error,delta_v_per_raw_coverage,coverage_per_delta_v,total_dynamic_cost,selected_viewpoint_count,mission_duration,planning_time
set_cover_cw_tour,0.9833333333333333,0.9833333333333333,1.0,True,True,21.592132727998504,0.038829011624937404,0.06,0,0.0,9.910694612040205,0.8898301013900888,19.969520661320185,21.958101079320514,0.04554127865554687,177.7844420406726,21,1890.0,5.970740583026782
proposed_safe_cw_nbv,0.9777777777777777,0.9777777777777777,1.0,True,True,32.070307262030795,0.05814648454033674,0.06,0,0.0,5.089693938434494,1.3343652958036105,33.161861945424945,32.799177881622406,0.030488569061369875,264.10586950931497,19,1710.0,37.215867042017635
coverage_greedy,0.9833333333333333,0.9833333333333333,1.0,True,False,49.74550747881375,0.08487140234393535,0.06,85,0.10493827160493827,-1.8946551303647539,1.9505887829973845,51.61156602548376,50.58865167336992,0.01976727916087956,842.3858101804631,18,1620.0,5.245834417000879
safe_coverage_greedy,0.9833333333333333,0.9833333333333333,1.0,True,True,45.366548894324495,0.05814648454033674,0.06,0,0.0,0.8866929178376886,1.3343652958036105,41.41134058661968,46.13547345185542,0.021675295064296846,373.65854827393736,20,1800.0,6.126600499963388
distance_greedy,0.9833333333333333,0.9833333333333333,1.0,True,False,28.077480305185166,0.052788862843520044,0.06,0,0.0,-1.6059397355847855,1.2154527701257591,16.97413426725033,28.55336980188322,0.03502213598389517,423.89982390554076,36,3240.0,9.682104374980554
fuel_greedy,0.9666666666666667,0.9666666666666667,1.0,True,True,24.288350387023055,0.03678255766545061,0.06,0,0.0,0.1431502771482429,0.8433707127595714,14.127044216736103,25.125879710713505,0.03979960150703128,199.95809604280174,36,3240.0,10.431210792041384
random_safe,0.9833333333333333,0.9833333333333333,1.0,True,True,62.60389489833366,0.05884334624593752,0.06,0,0.0,1.010427237887067,1.3526935169397998,35.097880035093176,63.6649778627122,0.015707222928065884,515.5317408423473,34,3060.0,10.473797834012657
