time,total_targets,inspected_targets,coverage_ratio,new_targets_seen,visible_target_count
149.79768110400002,41,2,0.04142284395801456,2,2
299.797976844,41,3,0.062134265937021836,1,1
449.79758748100005,41,5,0.1337234496671767,2,2
599.797635336,41,9,0.2467354773553461,4,4
749.7975786540001,41,15,0.40117034900153004,6,6
899.7975986470001,41,18,0.46330461493855196,3,7
1049.797558445,41,23,0.5970280646057285,5,5
1199.79759207,41,26,0.6893286703148908,3,3
1349.797602892,41,30,0.7721743582309198,4,4
