time,rx,ry,rz,vx,vy,vz,qx,qy,qz,qw,tracking_error_norm,planned_rx,planned_ry,planned_rz,planned_vx,planned_vy,planned_vz,planned_ax,planned_ay,planned_az,position_tracking_error_norm,velocity_tracking_error_norm,state_tracking_error_norm,boresight_x,boresight_y,boresight_z
0.15345255600000002,0.0,-35.0,9.999999744000386,0.0,0.0,-2.559996131954732e-06,-0.1062468507418561,0.07327263471580803,0.8163315443178298,0.5629791625459227,2.5599961439581875e-07,0.0,-35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5599961439581875e-07,2.559996131954732e-06,2.572764271789003e-06,1.0,0.0,0.0
0.153791708,0.0,-35.0,9.999999600000603,0.0,0.0,-3.1999951495834612e-06,-0.1062468507418561,0.07327263471580803,0.8163315443178298,0.5629791625459227,3.999993971603999e-07,0.0,-35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.999993971603999e-07,3.1999951495834612e-06,3.2248982115853457e-06,1.0,0.0,0.0
0.15402721400000002,0.0,-35.0,9.99999942400087,0.0,0.0,-3.839994156972221e-06,-0.1062468507418561,0.07327263471580803,0.8163315443178298,0.5629791625459227,5.759991292819677e-07,0.0,-35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.759991292819677e-07,3.839994156972221e-06,3.882953788356794e-06,1.0,0.0,0.0
0.19617044800000003,-2.4723933211546193e-05,-35.00000429315172,10.000008929623947,-0.0009889605669967563,-0.00017170742082265448,0.0003840649170891945,-0.1062468507418561,0.07327263471580803,0.8163315443178298,0.5629791625459227,0.04947741682228495,-0.045494680385305825,-35.007913314698484,10.017839947929797,-0.030335804010919072,-0.0052412222481652586,0.011893287202371691,-0.009409742319340627,-0.0016388081060305123,0.0037042713710665085,0.04947741682228495,0.03192803467673474,0.05888475332142355,-0.3435321384930585,0.9035853249915173,-0.25596724454968856
0.246262576,-9.850692140275986e-05,-35.0000171013103,10.000037677747587,-0.0019623621476901687,-0.0003406005677382793,0.0007658600281813123,-0.1062468507418561,0.07327263471580803,0.8163315443178298,0.5629791625459227,0.049397202093610156,-0.045494680385305825,-35.007913314698484,10.017839947929797,-0.030335804010919072,-0.0052412222481652586,0.011893287202371691,-0.009409742319340627,-0.0016388081060305123,0.0037042713710665085,0.049397202093610156,0.030868882900707828,0.058249218932227544,-0.3435321384930585,0.9035853249915173,-0.25596724454968856
0.296240378,-0.00022057601259846307,-35.00003828471197,10.000085364847177,-0.0029204046363714804,-0.0005067174340170169,0.0011416239549278233,-0.1062468507418561,0.07327263471580803,0.8163315443178298,0.5629791625459227,0.049264448078477255,-0.045494680385305825,-35.007913314698484,10.017839947929797,-0.030335804010919072,-0.0052412222481652586,0.011893287202371691,-0.009409742319340627,-0.0016388081060305123,0.0037042713710665085,0.049264448078477255,0.029826463439160407,0.05758996236988312,-0.3435321384930585,0.9035853249915173,-0.25596724454968856
0.346330552,-0.00039016818857595616,-35.000067705480404,10.000151691304877,-0.0038632854888396824,-0.0006700955242592607,0.001511434352386476,-0.1062468507418561,0.07327263471580803,0.8163315443178298,0.5629791625459227,0.049079986011986675,-0.045494680385305825,-35.007913314698484,10.017839947929797,-0.030335804010919072,-0.0052412222481652586,0.011893287202371691,-0.009409742319340627,-0.0016388081060305123,0.0037042713710665085,0.049079986011986675,0.028800560845695176,0.05690621523140858,-0.3435321384930585,0.9035853249915173,-0.25596724454968856
0.396428471,-0.0006065302436725701,-35.00010522760245,10.00023636136187,-0.004791199751688225,-0.000830771860584709,0.0018753679264261122,-0.1062468507418561,0.07327263471580803,0.8163315443178298,0.5629791625459227,0.048844636422965104,-0.045494680385305825,-35.007913314698484,10.017839947929797,-0.030335804010919072,-0.0052412222481652586,0.011893287202371691,-0.009409742319340627,-0.0016388081060305123,0.0037042713710665085,0.048844636422965104,0.027790962307940797,0.0561972961386314,-0.3435321384930585,0.9035853249915173,-0.25596724454968856
0.446332914,-0.0008689186650488044,-35.00015071690414,10.000339083071186,-0.0057043400912417325,-0.0009887829887435212,0.002233500445149988,-0.1062468507418561,0.07327263471580803,0.8163315443178298,0.5629791625459227,0.048559209264868994,-0.045494680385305825,-35.007913314698484,10.017839947929797,-0.030335804010919072,-0.0052412222481652586,0.011893287202371691,-0.009409742319340627,-0.0016388081060305123,0.0037042713710665085,0.048559209264868994,0.026797457615908897,0.05546260487126234,-0.3435321384930585,0.9035853249915173,-0.25596724454968856
0.49623302900000005,-0.0011765995143896558,-35.00020404102705,10.0004595682511,-0.006602896822146894,-0.0011441649841505595,0.002585906750182278,-0.1062468507418561,0.07327263471580803,0.8163315443178298,0.5629791625459227,0.048224504045120464,-0.045494680385305825,-35.007913314698484,10.017839947929797,-0.030335804010919072,-0.0052412222481652586,0.011893287202371691,-0.009409742319340627,-0.0016388081060305123,0.0037042713710665085,0.048224504045120464,0.0258198391307399,0.054701616823775216,-0.3435321384930585,0.9035853249915173,-0.25596724454968856
