profile_id,split,baseline,all_scenario_count,joint_success_count,mean_paired_cost_difference,paired_cost_difference_ci95,mean_paired_cost_reduction_pct,mean_paired_delta_v_difference,paired_delta_v_difference_ci95,mean_allscenario_penalized_cost_difference,allscenario_penalized_cost_difference_ci95,joint_success_wins,joint_success_losses,joint_success_ties,sign_test_two_sided_p,scope
required09,ood,incumbent,30,0,nan,"[nan, nan]",nan,nan,"[nan, nan]",-114.83375499360426,"[-283.87022469729345, 44.2789093046195]",0,0,0,1.0,Matched required-target task.
required09,ood,one_step_adp,30,8,-19.150424570140597,"[-26.06135316279867, -11.868014212157933]",13.444686473317313,-2.331606063256209,"[-3.170610078853142, -1.4474182837585692]",-34.46841556474989,"[-94.60273564731015, -2.6415298736759545]",8,0,0,0.0078125,Matched required-target task.
required09,ood,seeded_local_search,30,8,-9.890341615422582,"[-14.110724327935092, -4.6878163301625975]",7.531577787840842,-1.2074987656765561,"[-1.7129288483217695, -0.5749972416813978]",-31.999060110158418,"[-91.4942025155297, -1.2405984195971784]",7,1,0,0.0703125,Matched required-target task.
required09,ood,coverage_only80,30,0,nan,"[nan, nan]",nan,nan,"[nan, nan]",-90.13933851226442,"[-230.12795736256882, 43.08082620953128]",0,0,0,1.0,Coverage-only80 uses a different native task; diagnostic comparison only.
required09,test,incumbent,50,0,nan,"[nan, nan]",nan,nan,"[nan, nan]",-671.7913055942221,"[-756.9267759668975, -565.780311151223]",0,0,0,1.0,Matched required-target task.
required09,test,one_step_adp,50,43,-20.30435700493432,"[-22.093573787959777, -18.28071014910113]",14.899839296890459,-2.4783462948251724,"[-2.695194837719928, -2.231538210357749]",-17.461747024243518,"[-19.866217553042095, -14.851209182466587]",43,0,0,2.2737367544323206e-13,Matched required-target task.
required09,test,seeded_local_search,50,43,-14.250863474264364,"[-15.715417519961724, -12.461035388934702]",10.971513041855287,-1.743768519483582,"[-1.9229347958012653, -1.5251434631134668]",-12.255742587867353,"[-14.154832689177335, -10.21220568013374]",40,3,0,3.0213413992896676e-09,Matched required-target task.
required09,test,coverage_only80,50,1,-1.8826488458233257,"[-1.8826488458233257, -1.8826488458233257]",1.3780831491245586,-0.2117809492710947,"[-0.2117809492710947, -0.2117809492710947]",-514.6003815515711,"[-588.6786398108181, -428.8713303398154]",1,0,0,1.0,Coverage-only80 uses a different native task; diagnostic comparison only.
