method,final_coverage_ratio,final_inspectable_coverage_ratio,inspectable_area_ratio,coverage_success,feasible,total_delta_v,peak_requested_input,input_limit,clipped_step_count,clipped_step_ratio,min_clearance,max_speed,rms_tracking_error,terminal_error_rms,rho_min,passive_margin_min,passive_safety_horizon,passive_safety_distance,passive_safe,input_feasible,clearance_feasible,trajectory_feasible,delta_v_per_raw_coverage,coverage_per_delta_v,total_dynamic_cost,selected_viewpoint_count,selected_sooa_count,selected_sooa_ids,mission_duration,planning_time,certificate_status,certificate_expansions,certificate_candidate_count,certificate_target_count,certificate_objective_cost,adp_candidate_pool_size,adp_goal_reached,adp_graph_cost,adp_training_episodes,adp_td_update_count,adp_mean_absolute_td_error,adp_safe_action_evaluations,adp_shield_rejections,adp_lookahead_depth,adp_branch_width,adp_critic_weights,adp_exact_cost,adp_optimality_gap,adp_exact_expansions,adp_policy_source,adp_learned_graph_cost,adp_rollout_graph_cost,adp_reference_graph_cost,adp_improved_reference_graph_cost,adp_incumbent_improvement
safe_graph_adp,0.9833333333333333,0.9833333333333333,1.0,True,True,19.465129023481527,0.038490484884177716,0.06,0,0.0,9.910694612040198,0.8817194778161189,20.737443879663356,3.2993699756152697e-14,1.5091074156907407,1.5091074156907407,300.0,2.0,True,True,True,True,19.795046464557487,0.05051768894760989,160.28106556478437,18,18,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",1620.0,340.2934893749916,,,,,,96,True,161.18106556478438,80,167,136.66771198157534,25069,9547,2,6,63.3112398;317.349531;255.649022;66.9512605;-67.7045977;18.6830347;28.1810054;11.8588868;50;62.113139,,,,reference_improved,354.2550992013093,173.3145211507057,178.83444204067263,161.18106556478438,17.65337647588825
set_cover_cw_tour,0.9833333333333333,0.9833333333333333,1.0,True,True,21.592132727998507,0.038829011624937425,0.06,0,0.0,9.910694612040198,0.8898301013900891,19.969520661320185,2.9537139271930663e-14,1.5091074156907407,1.5091074156907407,300.0,2.0,True,True,True,True,21.958101079320517,0.045541278655546864,177.78444204067262,21,21,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",1890.0,6.0453052910015685,,,,,,,,,,,,,,,,,,,,,,,,,
safe_coverage_greedy,0.9833333333333333,0.9833333333333333,1.0,True,False,45.366548894324495,0.05814648454033674,0.06,0,0.0,0.8866929178376886,1.3343652958036105,41.41134058661968,4.215389091729179e-14,-2.3959423771018247,-2.3959423771018247,300.0,2.0,False,True,True,True,46.13547345185542,0.021675295064296846,373.65854827393736,20,20,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",1800.0,6.0385184999904595,,,,,,,,,,,,,,,,,,,,,,,,,
fuel_greedy,0.9666666666666667,0.9666666666666667,1.0,True,False,24.288350387023055,0.03678255766545061,0.06,0,0.0,0.1431502771482429,0.8433707127595714,14.127044216736103,2.6024506572752857e-14,-1.9925145267943831,-1.9925145267943831,300.0,2.0,False,True,True,True,25.125879710713505,0.03979960150703128,199.95809604280174,36,36,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35",3240.0,10.84856966600637,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_greedy,0.9833333333333333,0.9833333333333333,1.0,True,False,49.74550747881375,0.08487140234393535,0.06,85,0.10493827160493827,-1.8946551303647539,1.9505887829973845,51.61156602548376,4.829439140252698e-14,-3.4349749651875423,-3.4349749651875423,300.0,2.0,False,False,False,False,50.58865167336992,0.01976727916087956,842.3858101804631,18,18,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",1620.0,5.353150833005202,,,,,,,,,,,,,,,,,,,,,,,,,
