split,scenario_id,scenario_seed,method,success,coverage,graph_cost,penalized_cost,selected_count,online_time_s,safe_action_evaluations,shield_rejections,policy_source,total_delta_v,min_clearance,peak_input
test,test_000,20731,adaptive_rollout_adp,True,0.8069942247755824,93.24752442994829,93.24752442994829,9,0.9751693999860436,159528,91104,adaptive_rollout_adp,11.306323855797789,4.832934123174302,0.03848796819277415
test,test_000,20731,frozen_adp,True,0.8262948022980242,180.89045678249454,180.89045678249454,14,0.3403451999765821,3559,1672,learned_adp,21.952703029522816,0.1662076960375658,0.059775192489522753
test,test_000,20731,search_only,False,0.7876936472531406,138.08803996344432,394.241216336874,10,0.29114620003383607,3701,2203,learned_adp,16.76027306450394,0.2921722543963532,0.05397446747857916
test,test_000,20731,incumbent,True,0.8069942247755824,120.53175185579781,120.53175185579781,9,0.0002623000182211399,9,0,reference_safeguard,14.629158814238679,3.1910240048906484,0.05921626596872688
test,test_000,20731,rollout,True,0.8069942247755824,96.76210798515406,96.76210798515406,9,0.009672799962572753,349,115,rollout_adp,11.734394113905564,2.4733681660061766,0.045039813134170464
test,test_000,20731,local_search,True,0.8069942247755824,102.86218609670489,102.86218609670489,9,0.007235899975057691,525,86,reference_improved,12.477906283109563,3.1910240048906484,0.045039813134170464
test,test_000,20731,frozen_adp_safeguard,True,0.8069942247755824,120.53175185579781,120.53175185579781,9,0.3255821000202559,3568,1672,reference_safeguard,14.629158814238679,3.1910240048906484,0.05921626596872688
test,test_001,20732,adaptive_rollout_adp,True,0.8090730271942126,85.76800644887133,85.76800644887133,11,1.89242240000749,300524,164514,adaptive_rollout_adp,10.381367157482288,0.06192179818181032,0.04682686602826832
test,test_001,20732,frozen_adp,True,0.8189458512909792,147.03620014277524,147.03620014277524,12,0.4803290999843739,4965,2446,learned_adp,17.84321361697251,4.8329341231742475,0.05407679126934144
test,test_001,20732,search_only,True,0.8090730271942126,163.23488534888443,163.23488534888443,11,0.5402683000429533,5958,3059,learned_adp,19.822552874987483,2.0914413141942356,0.05528737844391178
