goal_coverage,requirement,scenario_id,scenario_seed,available_node_count,static_upper_bound,static_visible_target_count,required_target_count,required_targets_available,sentinel_target_count,sentinels_available,structurally_feasible,status,success,coverage,unweighted_inspectable_coverage,whole_surface_coverage,required_targets_covered,required_targets_covered_count,sentinels_covered,sentinels_covered_count,selected_count,graph_cost,total_delta_v,min_clearance,peak_input,online_time_s,safe_action_evaluations,shield_rejections,route_node_ids
0.95,six_spatial_sentinels,test_015,20757,23,0.9809891460609523,40,6,True,6,True,True,success,True,0.9619782921219046,0.9512195121951219,0.43333333333333335,True,6,True,6,12,158.72349549595478,19.264674832636583,0.21960672263981085,0.0585962290483111,0.6790454079746269,171940,84118,cand_0070;cand_0013;cand_0000;cand_0005;cand_0066;cand_0052;cand_0055;cand_0062;cand_0045;cand_0068;cand_0021;cand_0016
0.95,coverage_only,test_016,20759,24,1.0,41,0,True,6,True,True,success,True,0.9599077315287424,0.9512195121951219,0.43333333333333335,True,0,True,6,13,144.69772543940093,17.551282045383775,1.0871041962737076,0.048074778454512024,0.6952414879924618,188986,113092,cand_0016;cand_0021;cand_0009;cand_0066;cand_0052;cand_0055;cand_0062;cand_0063;cand_0045;cand_0068;cand_0070;cand_0000;cand_0013
0.95,six_spatial_sentinels,test_016,20759,24,1.0,41,6,True,6,True,True,success,True,0.9599077315287424,0.9512195121951219,0.43333333333333335,True,6,True,6,13,144.69772543940093,17.551282045383775,1.0871041962737076,0.048074778454512024,0.6966787329874933,188986,113092,cand_0016;cand_0021;cand_0009;cand_0066;cand_0052;cand_0055;cand_0062;cand_0063;cand_0045;cand_0068;cand_0070;cand_0000;cand_0013
0.95,coverage_only,test_017,20760,23,1.0,41,0,True,6,True,True,success,True,0.9601379989769242,0.9512195121951219,0.43333333333333335,True,0,True,6,13,152.96612288476783,18.55762554674308,0.21960672263981085,0.0585962290483111,0.7720190119871404,195020,97704,cand_0070;cand_0013;cand_0000;cand_0005;cand_0066;cand_0052;cand_0055;cand_0051;cand_0062;cand_0063;cand_0068;cand_0021;cand_0016
0.95,six_spatial_sentinels,test_017,20760,23,1.0,41,6,True,6,True,True,success,True,0.9601379989769242,0.9512195121951219,0.43333333333333335,True,6,True,6,13,152.96612288476783,18.55762554674308,0.21960672263981085,0.0585962290483111,0.7586965809750836,195020,97704,cand_0070;cand_0013;cand_0000;cand_0005;cand_0066;cand_0052;cand_0055;cand_0051;cand_0062;cand_0063;cand_0068;cand_0021;cand_0016
0.95,coverage_only,test_018,20761,23,1.0,41,0,True,6,True,True,success,True,0.9637682928582204,0.9512195121951219,0.43333333333333335,True,0,True,6,12,147.55297515957173,17.901750699704422,1.0871041962737076,0.0585962290483111,0.8019001100037713,211526,128619,cand_0005;cand_0066;cand_0016;cand_0021;cand_0009;cand_0055;cand_0062;cand_0063;cand_0045;cand_0068;cand_0070;cand_0013
0.95,six_spatial_sentinels,test_018,20761,23,1.0,41,6,True,6,True,True,success,True,0.9637682928582204,0.9512195121951219,0.43333333333333335,True,6,True,6,12,147.55297515957173,17.901750699704422,1.0871041962737076,0.0585962290483111,0.8272674379986711,211526,128619,cand_0005;cand_0066;cand_0016;cand_0021;cand_0009;cand_0055;cand_0062;cand_0063;cand_0045;cand_0068;cand_0070;cand_0013
0.95,coverage_only,test_019,20762,23,1.0,41,0,True,6,True,True,success,True,0.959858028386446,0.9512195121951219,0.43333333333333335,True,0,True,6,13,133.86131245171302,16.22860941667751,1.149157587355644,0.043531041305857686,0.7584600879927166,186780,91452,cand_0005;cand_0000;cand_0013;cand_0070;cand_0068;cand_0021;cand_0015;cand_0009;cand_0066;cand_0055;cand_0045;cand_0063;cand_0062
0.95,six_spatial_sentinels,test_019,20762,23,1.0,41,6,True,6,True,True,success,True,0.959858028386446,0.9512195121951219,0.43333333333333335,True,6,True,6,13,133.86131245171302,16.22860941667751,1.149157587355644,0.043531041305857686,0.7326724249869585,186780,91452,cand_0005;cand_0000;cand_0013;cand_0070;cand_0068;cand_0021;cand_0015;cand_0009;cand_0066;cand_0055;cand_0045;cand_0063;cand_0062
0.95,coverage_only,test_020,20763,24,1.0,41,0,True,6,True,True,success,True,0.959833623557168,0.9512195121951219,0.43333333333333335,True,0,True,6,13,126.63844060604491,15.349579811546315,1.149157587355644,0.043531041305857686,0.7940939879918005,199559,94225,cand_0005;cand_0000;cand_0013;cand_0070;cand_0068;cand_0021;cand_0016;cand_0066;cand_0052;cand_0055;cand_0051;cand_0063;cand_0062
0.95,six_spatial_sentinels,test_020,20763,24,1.0,41,6,True,6,True,True,success,True,0.959833623557168,0.9512195121951219,0.43333333333333335,True,6,True,6,13,126.63844060604491,15.349579811546315,1.149157587355644,0.043531041305857686,0.8369542040163651,199559,94225,cand_0005;cand_0000;cand_0013;cand_0070;cand_0068;cand_0021;cand_0016;cand_0066;cand_0052;cand_0055;cand_0051;cand_0063;cand_0062
0.95,coverage_only,test_021,20764,23,1.0,41,0,True,6,True,True,success,True,0.9602981807058626,0.9512195121951219,0.43333333333333335,True,0,True,6,14,154.23624846866988,18.708372334565386,1.149157587355644,0.055184359871914224,1.1021027409879025,287225,177016,cand_0052;cand_0055;cand_0051;cand_0063;cand_0062;cand_0066;cand_0009;cand_0015;cand_0021;cand_0068;cand_0070;cand_0013;cand_0000;cand_0005
0.95,six_spatial_sentinels,test_021,20764,23,1.0,41,6,True,6,True,True,success,True,0.9602981807058626,0.9512195121951219,0.43333333333333335,True,6,True,6,14,154.23624846866988,18.708372334565386,1.149157587355644,0.055184359871914224,1.1368762800120749,287225,177016,cand_0052;cand_0055;cand_0051;cand_0063;cand_0062;cand_0066;cand_0009;cand_0015;cand_0021;cand_0068;cand_0070;cand_0013;cand_0000;cand_0005
0.95,coverage_only,test_022,20765,23,0.9804918570035113,40,0,True,6,True,True,success,True,0.9609837140070225,0.9512195121951219,0.43333333333333335,True,0,True,6,13,129.08913187395936,15.648266612884337,1.7781803100982474,0.043531041305857686,0.6504288699943572,159212,76716,cand_0005;cand_0000;cand_0013;cand_0070;cand_0068;cand_0021;cand_0016;cand_0009;cand_0066;cand_0052;cand_0055;cand_0051;cand_0062
0.95,six_spatial_sentinels,test_022,20765,23,0.9804918570035113,40,6,True,6,True,True,success,True,0.9609837140070225,0.9512195121951219,0.43333333333333335,True,6,True,6,13,129.08913187395936,15.648266612884337,1.7781803100982474,0.043531041305857686,0.671651007985929,159212,76716,cand_0005;cand_0000;cand_0013;cand_0070;cand_0068;cand_0021;cand_0016;cand_0009;cand_0066;cand_0052;cand_0055;cand_0051;cand_0062
0.95,coverage_only,test_023,20766,23,0.9779068269364404,40,0,True,6,True,True,success,True,0.9558136538728808,0.9512195121951219,0.43333333333333335,True,0,True,6,13,126.63844060604491,15.349579811546315,1.149157587355644,0.043531041305857686,0.5019038369937334,122120,64372,cand_0005;cand_0000;cand_0013;cand_0070;cand_0068;cand_0021;cand_0016;cand_0066;cand_0052;cand_0055;cand_0051;cand_0063;cand_0062
0.95,six_spatial_sentinels,test_023,20766,23,0.9779068269364404,40,6,True,6,True,True,success,True,0.9558136538728808,0.9512195121951219,0.43333333333333335,True,6,True,6,13,126.63844060604491,15.349579811546315,1.149157587355644,0.043531041305857686,0.49065788299776614,122120,64372,cand_0005;cand_0000;cand_0013;cand_0070;cand_0068;cand_0021;cand_0016;cand_0066;cand_0052;cand_0055;cand_0051;cand_0063;cand_0062
0.95,coverage_only,test_024,20767,24,1.0,41,0,True,6,True,True,success,True,0.9552467741240429,0.9512195121951219,0.43333333333333335,True,0,True,6,13,126.63844060604491,15.349579811546315,1.149157587355644,0.043531041305857686,0.8703723649960011,206192,97811,cand_0005;cand_0000;cand_0013;cand_0070;cand_0068;cand_0021;cand_0016;cand_0066;cand_0052;cand_0055;cand_0051;cand_0063;cand_0062
0.95,six_spatial_sentinels,test_024,20767,24,1.0,41,6,True,6,True,True,success,True,0.9552467741240429,0.9512195121951219,0.43333333333333335,True,6,True,6,13,126.63844060604491,15.349579811546315,1.149157587355644,0.043531041305857686,0.8536206480057444,206192,97811,cand_0005;cand_0000;cand_0013;cand_0070;cand_0068;cand_0021;cand_0016;cand_0066;cand_0052;cand_0055;cand_0051;cand_0063;cand_0062
0.95,coverage_only,test_025,20769,23,1.0,41,0,True,6,True,True,success,True,0.9605051366901578,0.9512195121951219,0.43333333333333335,True,0,True,6,13,144.69772543940093,17.551282045383775,1.0871041962737076,0.048074778454512024,0.58573801300372,151393,89839,cand_0016;cand_0021;cand_0009;cand_0066;cand_0052;cand_0055;cand_0062;cand_0063;cand_0045;cand_0068;cand_0070;cand_0000;cand_0013
0.95,six_spatial_sentinels,test_025,20769,23,1.0,41,6,True,6,True,True,success,True,0.9605051366901578,0.9512195121951219,0.43333333333333335,True,6,True,6,13,144.69772543940093,17.551282045383775,1.0871041962737076,0.048074778454512024,0.5827461610024329,151393,89839,cand_0016;cand_0021;cand_0009;cand_0066;cand_0052;cand_0055;cand_0062;cand_0063;cand_0045;cand_0068;cand_0070;cand_0000;cand_0013
0.95,coverage_only,test_026,20770,23,0.9800543133478449,40,0,True,6,True,True,success,True,0.9601086266956897,0.9512195121951219,0.43333333333333335,True,0,True,6,13,146.591171386807,17.779576445731596,0.8473828811905011,0.0585962290483111,0.748582846019417,202616,123226,cand_0005;cand_0066;cand_0016;cand_0021;cand_0009;cand_0052;cand_0055;cand_0051;cand_0062;cand_0063;cand_0068;cand_0070;cand_0013
0.95,six_spatial_sentinels,test_026,20770,23,0.9800543133478449,40,6,True,6,True,True,success,True,0.9601086266956897,0.9512195121951219,0.43333333333333335,True,6,True,6,13,146.591171386807,17.779576445731596,0.8473828811905011,0.0585962290483111,0.7473382930038497,202616,123226,cand_0005;cand_0066;cand_0016;cand_0021;cand_0009;cand_0052;cand_0055;cand_0051;cand_0062;cand_0063;cand_0068;cand_0070;cand_0013
0.95,coverage_only,test_027,20771,23,0.9803202092472886,40,0,True,6,True,True,success,True,0.960640418494577,0.9512195121951219,0.43333333333333335,True,0,True,6,14,127.1372505972643,15.405106358272027,0.3126404740316717,0.05278198759371104,0.7919611250108574,204069,91078,cand_0005;cand_0010;cand_0013;cand_0070;cand_0009;cand_0016;cand_0021;cand_0068;cand_0066;cand_0052;cand_0055;cand_0051;cand_0063;cand_0062
0.95,six_spatial_sentinels,test_027,20771,23,0.9803202092472886,40,6,True,6,True,True,success,True,0.960640418494577,0.9512195121951219,0.43333333333333335,True,6,True,6,14,127.1372505972643,15.405106358272027,0.3126404740316717,0.05278198759371104,0.7944618980109226,204069,91078,cand_0005;cand_0010;cand_0013;cand_0070;cand_0009;cand_0016;cand_0021;cand_0068;cand_0066;cand_0052;cand_0055;cand_0051;cand_0063;cand_0062
0.95,coverage_only,test_028,20772,24,1.0,41,0,True,6,True,True,success,True,0.9603850331740927,0.9512195121951219,0.43333333333333335,True,0,True,6,13,138.382698072575,16.781415104135643,1.0871041962737076,0.0585962290483111,1.1401119660004042,308002,185145,cand_0005;cand_0066;cand_0052;cand_0055;cand_0062;cand_0063;cand_0051;cand_0009;cand_0016;cand_0021;cand_0068;cand_0070;cand_0013
0.95,six_spatial_sentinels,test_028,20772,24,1.0,41,6,True,6,True,True,success,True,0.9603850331740927,0.9512195121951219,0.43333333333333335,True,6,True,6,13,138.382698072575,16.781415104135643,1.0871041962737076,0.0585962290483111,1.1307653219846543,308002,185145,cand_0005;cand_0066;cand_0052;cand_0055;cand_0062;cand_0063;cand_0051;cand_0009;cand_0016;cand_0021;cand_0068;cand_0070;cand_0013
0.95,coverage_only,test_029,20774,24,1.0,41,0,True,6,True,True,success,True,0.9614728915530576,0.9512195121951219,0.43333333333333335,True,0,True,6,13,158.91791487895222,19.282360597115023,0.8473828811905011,0.059191843568645916,0.9635629190015607,263068,157928,cand_0005;cand_0066;cand_0009;cand_0021;cand_0016;cand_0055;cand_0051;cand_0062;cand_0063;cand_0068;cand_0070;cand_0000;cand_0013
0.95,six_spatial_sentinels,test_029,20774,24,1.0,41,6,True,6,True,True,success,True,0.9614728915530576,0.9512195121951219,0.43333333333333335,True,6,True,6,13,158.91791487895222,19.282360597115023,0.8473828811905011,0.059191843568645916,1.0142455089953728,263068,157928,cand_0005;cand_0066;cand_0009;cand_0021;cand_0016;cand_0055;cand_0051;cand_0062;cand_0063;cand_0068;cand_0070;cand_0000;cand_0013
0.98,coverage_only,test_000,20732,23,0.978785891910468,40,0,True,6,True,False,structurally_infeasible,False,nan,nan,nan,False,0,False,0,0,nan,nan,nan,nan,0.0,0,0,
0.98,six_spatial_sentinels,test_000,20732,23,0.978785891910468,40,6,True,6,True,False,structurally_infeasible,False,nan,nan,nan,False,0,False,0,0,nan,nan,nan,nan,0.0,0,0,
0.98,coverage_only,test_001,20733,22,0.959544083516798,39,0,True,6,True,False,structurally_infeasible,False,nan,nan,nan,False,0,False,0,0,nan,nan,nan,nan,0.0,0,0,
0.98,six_spatial_sentinels,test_001,20733,22,0.959544083516798,39,6,True,6,True,False,structurally_infeasible,False,nan,nan,nan,False,0,False,0,0,nan,nan,nan,nan,0.0,0,0,
0.98,coverage_only,test_002,20734,22,0.9402566941834973,38,0,True,6,True,False,structurally_infeasible,False,nan,nan,nan,False,0,False,0,0,nan,nan,nan,nan,0.0,0,0,
0.98,six_spatial_sentinels,test_002,20734,22,0.9402566941834973,38,6,True,6,True,False,structurally_infeasible,False,nan,nan,nan,False,0,False,0,0,nan,nan,nan,nan,0.0,0,0,
