time,event,waypoint_id,x,y,z,score,coverage_gain,travel_distance,fuel_estimate,safety_margin,view_quality,evaluated_candidates,planning_time
1782028154.9254742,waypoint_selected,nbv_0100,-2.859039997802545e-15,-15.563888841490844,10.897952290669874,310.359624265188,31,8.919462260824647,0.008919462260824646,8.265661632053881,0.41549610039398205,178,0.02678390100118122
