method,final_coverage_ratio,final_inspectable_coverage_ratio,inspectable_area_ratio,coverage_success,feasible,total_delta_v,peak_requested_input,input_limit,clipped_step_count,clipped_step_ratio,min_clearance,max_speed,rms_tracking_error,terminal_error_rms,rho_min,passive_margin_min,passive_safety_horizon,passive_safety_distance,passive_safe,input_feasible,clearance_feasible,trajectory_feasible,delta_v_per_raw_coverage,coverage_per_delta_v,total_dynamic_cost,selected_viewpoint_count,selected_sooa_count,selected_sooa_ids,mission_duration,planning_time,certificate_status,certificate_expansions,certificate_candidate_count,certificate_target_count,certificate_objective_cost,adp_candidate_pool_size,adp_goal_reached,adp_graph_cost,adp_training_episodes,adp_td_update_count,adp_mean_absolute_td_error,adp_safe_action_evaluations,adp_shield_rejections,adp_lookahead_depth,adp_branch_width,adp_critic_weights,adp_exact_cost,adp_optimality_gap,adp_exact_expansions,adp_policy_source,adp_learned_graph_cost,adp_rollout_graph_cost,adp_reference_graph_cost,adp_improved_reference_graph_cost,adp_incumbent_improvement
safe_graph_adp,0.9444444444444444,0.9550561797752809,0.9888888888888889,True,True,32.2307450117242,0.05985927120567667,0.06,0,0.0,10.900390127681101,1.378062510547941,32.3237010645643,3.544000617100994e-14,10.273866453521611,10.273866453521611,300.0,2.0,True,True,True,True,34.12667118888445,0.029302594280737067,265.4656591430532,19,19,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",1710.0,60.77153629199893,,,,,,48,False,266.4156591430532,0,0,0.0,755,395,1,4,0;275;225;50;-75;-10;25;10;50;25,,,,learned_adp,266.4156591430532,,,,
