method,final_coverage_ratio,final_inspectable_coverage_ratio,inspectable_area_ratio,coverage_success,feasible,total_delta_v,peak_requested_input,input_limit,clipped_step_count,clipped_step_ratio,min_clearance,max_speed,rms_tracking_error,terminal_error_rms,rho_min,passive_margin_min,passive_safety_horizon,passive_safety_distance,passive_safe,input_feasible,clearance_feasible,trajectory_feasible,delta_v_per_raw_coverage,coverage_per_delta_v,total_dynamic_cost,selected_viewpoint_count,selected_sooa_count,selected_sooa_ids,mission_duration,planning_time,certificate_status,certificate_expansions,certificate_candidate_count,certificate_target_count,certificate_objective_cost,adp_candidate_pool_size,adp_goal_reached,adp_graph_cost,adp_training_episodes,adp_td_update_count,adp_mean_absolute_td_error,adp_safe_action_evaluations,adp_shield_rejections,adp_lookahead_depth,adp_branch_width,adp_critic_weights,adp_exact_cost,adp_optimality_gap,adp_exact_expansions,adp_policy_source,adp_learned_graph_cost,adp_rollout_graph_cost,adp_reference_graph_cost,adp_improved_reference_graph_cost,adp_incumbent_improvement
safe_graph_adp,0.9333333333333333,0.9438202247191011,0.9888888888888889,True,True,29.73698587735252,0.05985927120567667,0.06,0,0.0,5.741934266214877,1.378062510547941,33.21585787944565,3.1328181997104524e-14,0.8115382478218924,0.8115382478218924,300.0,2.0,True,True,True,True,31.861056297163415,0.031386278931657074,244.92940373584608,17,17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1530.0,103.24555025000882,,,,,,48,False,245.77940373584607,80,1402,78.3222723804342,21337,11438,3,4,151.545645;296.785826;221.485807;81.6893655;-70.9598264;10.7905191;85.8679497;20.5926904;50;94.405103,,,,learned_adp,245.77940373584607,,,,
