method,sequence,candidate_id,viewpoint_x,viewpoint_y,viewpoint_z,new_target_count,cumulative_coverage,score,transfer_delta_v,transfer_min_clearance,transfer_tracking_error,transfer_dynamic_cost,coverage_gain_area,coverage_per_delta_v,transfer_feasible,sooa_id,seed_view_id,selected_inspection_action,sooa_visible_target_count,sooa_delta_v,sooa_min_clearance,sooa_peak_input,sooa_passive_margin,sooa_passive_safe,adp_estimated_cost_to_go,adp_safe_action_count,adp_shield_rejections
safe_graph_adp,0,cand_0012,-0.8662280960933155,5.883517442184143,50.17988047095117,12,0.13333333333333333,-479.0286791240449,1.9123747280198764,18.58217039717129,34.416397060164314,15.756825110928958,2314.32992347033,1210.1864187813487,True,0,cand_0012,SOOA,12,1.9123747280198764,18.58217039717129,0.041550967279271864,17.72769147546382,True,479.0286791240449,3,9
safe_graph_adp,1,cand_0015,16.09830129444599,48.03037917015,41.478375860508145,13,0.2777777777777778,-438.33391440602946,1.5459491043427545,31.88502856742234,27.772011814227522,12.728707648274725,2507.190750426191,1621.7809133452029,True,1,cand_0015,SOOA,13,1.5459491043427545,31.88502856742234,0.033569298681213396,30.942036940382984,True,438.33391440602946,4,3
safe_graph_adp,2,cand_0058,28.257025352716443,38.614731344920116,-39.754714018188714,9,0.37777777777777777,-396.02902270283926,2.753781242825601,33.63453242936491,49.62952915944278,22.70222146282771,1735.7474426027475,630.314207827827,True,2,cand_0058,SOOA,9,2.753781242825601,33.63453242936491,0.05985927120567667,32.70247267235187,True,396.02902270283926,2,10
safe_graph_adp,3,cand_0075,29.057205196336707,37.70409602829488,1.486281695834873,7,0.45555555555555555,-355.4128428068181,1.3741808745948405,32.328900644193546,24.767150083088318,11.328991387930099,1350.0257886910258,982.4221932131485,True,3,cand_0075,SOOA,7,1.3741808745948405,32.328900644193546,0.029888803538261826,32.32884221638845,True,355.4128428068181,4,2
safe_graph_adp,4,cand_0063,-9.089786171923746,48.06888446006213,-33.79691562527829,6,0.5222222222222223,-339.31961661683687,1.7705600336525333,30.034897782803668,31.80890529281451,14.578403120969277,1157.164961735165,653.5587270362248,True,4,cand_0063,SOOA,7,1.7705600336525333,30.034897782803668,0.038494859490791344,30.034897782803668,True,339.31961661683687,4,1
safe_graph_adp,5,cand_0051,-27.536088684176768,48.06754273739971,-50.22346008325944,4,0.5666666666666667,-337.82925875670253,0.8255303360256311,47.459384133321,14.828119989544431,6.796713278246154,771.4433078234433,934.4820827995491,True,5,cand_0051,SOOA,8,0.8255303360256311,47.459384133321,0.017944685785122514,47.459384133321,True,337.82925875670253,4,4
safe_graph_adp,6,cand_0044,5.083574832422295,1.8301748904979456,-50.04148705788724,10,0.6777777777777778,-332.97129203224716,1.8923960135830444,39.17639089749288,33.97233498692034,15.577000365560883,1928.6082695586083,1019.1356649008153,True,6,cand_0044,SOOA,10,1.8923960135830444,39.17639089749288,0.04109389631350132,36.41405894193806,True,332.97129203224716,4,6
safe_graph_adp,7,cand_0079,22.848791811399927,-13.194116716119785,-37.42292863443598,3,0.7111111111111111,-329.7306100565028,0.884489471057065,34.70969686736853,15.890024395096805,7.28265174640275,578.5824808675825,654.1428697575235,True,7,cand_0079,SOOA,8,0.884489471057065,34.70969686736853,0.01926871747996625,32.677464128360924,True,329.7306100565028,4,7
safe_graph_adp,8,cand_0005,-14.216049847602841,-36.53834050628878,15.53200695987428,6,0.7777777777777778,-323.5535513432117,2.293735156237589,15.277337460446283,41.256020021886386,18.894759385127493,1157.164961735165,504.4893516099135,True,8,cand_0005,SOOA,6,2.293735156237589,15.277337460446283,0.049824713821909866,10.766635752729243,True,323.5535513432117,4,7
safe_graph_adp,9,cand_0030,4.143465138077736,-30.61234038114548,53.22086807250977,2,0.8,-312.8973910418321,1.4118588120250957,28.257182170970815,25.41649849641557,11.634263789480281,385.72165391172166,273.2012936608462,True,9,cand_0030,SOOA,2,1.4118588120250957,28.257182170970815,0.030721197157236736,28.257182170970815,True,312.8973910418321,2,10
safe_graph_adp,10,cand_0027,-2.5045481326292975,46.57488789068318,57.904914088160254,5,0.8555555555555555,-308.20187957547455,2.5926581762035816,36.09670156175552,46.59737831961638,21.35081897854886,964.3041347793041,371.93647185350545,True,10,cand_0027,SOOA,11,2.5926581762035816,36.09670156175552,0.056263548456683826,32.21307797733806,True,308.20187957547455,4,7
safe_graph_adp,11,cand_0016,29.06902539737309,40.031036391104735,39.75474212287525,1,0.8666666666666667,-301.26964523141856,1.23778449365698,43.121742464001244,22.213699346948708,10.187388350735667,192.86082695586083,155.81131282882853,True,11,cand_0016,SOOA,8,1.23778449365698,43.121742464001244,0.026953071990943586,21.23250339613895,True,301.26964523141856,4,8
safe_graph_adp,12,cand_0009,47.418921929442895,25.245130518419753,3.9077469340009117,1,0.8777777777777778,-297.1993085779153,1.430499624126764,22.47480324288076,25.75289663240162,11.78801951446611,192.86082695586083,134.82060652311674,True,12,cand_0009,SOOA,8,1.430499624126764,22.47480324288076,0.03116579492439173,16.28470938812675,True,297.1993085779153,4,3
safe_graph_adp,13,cand_0007,-0.38656135084674204,47.83582549452614,1.869051073393751,1,0.8888888888888888,-306.4670000118888,1.7721666961158682,22.479775031681296,31.76717416222279,14.578924829779442,192.86082695586083,108.82770079054187,True,13,cand_0007,SOOA,6,1.7721666961158682,22.479775031681296,0.03855132142574981,22.479775031681296,True,306.4670000118888,4,4
safe_graph_adp,14,cand_0066,-1.9901332043138265,40.31533880047447,-28.838666896894576,1,0.9,-303.510493704823,1.0545144858021187,33.23024895018808,19.00276682716175,8.693070457899708,192.86082695586083,182.89063787413107,True,14,cand_0066,SOOA,7,1.0545144858021187,33.23024895018808,0.022930400431035947,33.23024895018808,True,303.510493704823,4,4
safe_graph_adp,15,cand_0082,18.10868760383598,-31.920621285655468,0.4859411843203348,1,0.9111111111111111,-299.9225741332293,2.688570626129064,5.741934266214877,48.33517135329698,22.143183974238774,192.86082695586083,71.73359147850877,True,15,cand_0082,SOOA,2,2.688570626129064,5.741934266214877,0.0583678911978859,0.8115382478218924,True,299.9225741332293,3,3
safe_graph_adp,16,cand_0054,-27.916797214824633,-16.67598246342849,-48.2406843783462,2,0.9333333333333333,-277.72939015899055,2.2959360029541123,18.20675869149007,41.265446220325764,18.9074603344292,385.72165391172166,168.00191878842665,True,16,cand_0054,SOOA,3,2.2959360029541123,18.20675869149007,0.049877067431441754,17.12133689819268,True,277.72939015899055,4,1
