method,final_coverage_ratio,final_inspectable_coverage_ratio,inspectable_area_ratio,coverage_success,feasible,total_delta_v,peak_requested_input,input_limit,clipped_step_count,clipped_step_ratio,min_clearance,max_speed,rms_tracking_error,terminal_error_rms,rho_min,passive_margin_min,passive_safety_horizon,passive_safety_distance,passive_safe,input_feasible,clearance_feasible,trajectory_feasible,delta_v_per_raw_coverage,coverage_per_delta_v,total_dynamic_cost,selected_viewpoint_count,selected_sooa_count,selected_sooa_ids,mission_duration,planning_time,certificate_status,certificate_expansions,certificate_candidate_count,certificate_target_count,certificate_objective_cost,adp_candidate_pool_size,adp_goal_reached,adp_graph_cost,adp_training_episodes,adp_td_update_count,adp_mean_absolute_td_error,adp_safe_action_evaluations,adp_shield_rejections,adp_lookahead_depth,adp_branch_width,adp_critic_weights,adp_exact_cost,adp_optimality_gap,adp_exact_expansions,adp_policy_source,adp_learned_graph_cost,adp_rollout_graph_cost,adp_reference_graph_cost,adp_improved_reference_graph_cost,adp_incumbent_improvement
safe_graph_adp,0.9833333333333333,0.9833333333333333,1.0,True,True,37.124198572304,0.05814648454033671,0.06,0,0.0,4.124817537135566,1.33436529580361,32.12756824263481,3.4704696194247014e-14,4.124817537135566,4.124817537135566,300.0,2.0,True,True,True,True,37.75342227691933,0.02648766495034685,305.72031172716186,22,22,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",1980.0,196.4498328329937,,,,,,72,True,306.8203117271619,50,149,132.88454634043953,7785,5062,2,5,56.9629921;314.313788;252.69663;67.8147838;-67.723334;14.2214622;27.1500638;11.6451503;50;64.047252,,,,learned_adp,306.8203117271619,,,,
set_cover_cw_tour,0.9833333333333333,0.9833333333333333,1.0,True,False,23.08792830842025,0.04804519422140907,0.06,0,0.0,0.8078558891368477,1.1031148165098967,20.684698951574163,3.127377712482653e-14,-2.445811471494033,-2.445811471494033,300.0,2.0,False,True,True,True,23.479249127207034,0.04259079984126199,190.08614387074732,22,22,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",1980.0,6.482395958999405,,,,,,,,,,,,,,,,,,,,,,,,,
