method,final_coverage_ratio,final_inspectable_coverage_ratio,inspectable_area_ratio,coverage_success,feasible,total_delta_v,peak_requested_input,input_limit,clipped_step_count,clipped_step_ratio,min_clearance,max_speed,rms_tracking_error,terminal_error_rms,rho_min,passive_margin_min,passive_safety_horizon,passive_safety_distance,passive_safe,input_feasible,clearance_feasible,trajectory_feasible,delta_v_per_raw_coverage,coverage_per_delta_v,total_dynamic_cost,selected_viewpoint_count,selected_sooa_count,selected_sooa_ids,mission_duration,planning_time,certificate_status,certificate_expansions,certificate_candidate_count,certificate_target_count,certificate_objective_cost,adp_candidate_pool_size,adp_goal_reached,adp_graph_cost,adp_training_episodes,adp_td_update_count,adp_mean_absolute_td_error,adp_safe_action_evaluations,adp_shield_rejections,adp_lookahead_depth,adp_branch_width,adp_critic_weights,adp_exact_cost,adp_optimality_gap,adp_exact_expansions,adp_policy_source,adp_learned_graph_cost,adp_rollout_graph_cost,adp_reference_graph_cost,adp_improved_reference_graph_cost,adp_incumbent_improvement
safe_graph_adp,0.9555555555555556,0.9662921348314607,0.9888888888888889,True,True,30.19482178843986,0.05947790483781672,0.06,0,0.0,9.521744853357399,1.3692785523496216,30.923096109132604,3.415683929342888e-14,9.521744853357399,9.521744853357399,300.0,2.0,True,True,True,True,31.599232104181247,0.03164633864212412,248.65330425523615,18,18,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",1620.0,83.9843354170007,,,,,,48,True,249.55330425523618,20,299,107.41482821156404,5272,2655,2,4,101.212729;296.45501;229.930111;74.6866545;-70.8875388;7.01262865;61.0926271;16.9416834;50;79.0804576,,,,learned_adp,249.55330425523618,,,,
