split,scenario_id,scenario_seed,method,success,coverage,graph_cost,penalized_cost,selected_count,online_time_s,safe_action_evaluations,shield_rejections,policy_source,total_delta_v,min_clearance,peak_input
validation,validation_006,10738,search_only,False,0.6810014119628106,97.34783612607885,406.84713014467354,9,0.07558554201386869,2195,1184,learned_adp,11.807540742173499,1.0068669037170157,0.048074778454512024
validation,validation_006,10738,incumbent,True,0.8279830564462742,109.53593193394028,109.53593193394028,11,0.00010570796439424157,11,0,reference_safeguard,13.275558356257807,1.7781803100982474,0.04253615042051259
validation,validation_006,10738,rollout,True,0.8064809385020585,107.22362288691203,107.22362288691203,11,0.003544582985341549,415,144,rollout_adp,12.994261757477586,1.2242946330766595,0.04253615042051259
validation,validation_006,10738,local_search,True,0.8279830564462742,109.53593193394028,109.53593193394028,11,0.0014700829633511603,298,48,reference_safeguard,13.275558356257807,1.7781803100982474,0.04253615042051259
validation,validation_006,10738,frozen_adp_safeguard,True,0.8279830564462742,109.53593193394028,109.53593193394028,11,0.08229179098270833,2668,1574,reference_safeguard,13.275558356257807,1.7781803100982474,0.04253615042051259
validation,validation_007,10739,adaptive_rollout_adp,True,0.8201701131901034,103.02557478532793,103.02557478532793,10,2.8990302919992246,1115970,680984,adaptive_rollout_adp,12.49042792908041,1.0871041962737076,0.0585962290483111
validation,validation_007,10739,frozen_adp,True,0.8165249056749139,169.78075265881037,169.78075265881037,12,0.14276700001209974,4019,2132,learned_adp,20.613454738492514,1.1577715374499264,0.05941307125935591
validation,validation_007,10739,search_only,False,0.7976913773388663,144.5193334696122,395.6736448001791,12,0.15462187497178093,4457,2459,learned_adp,17.527610221228073,0.9222599166818104,0.05607590655406439
validation,validation_007,10739,incumbent,True,0.8390036415261509,122.24062333346262,122.24062333346262,11,0.00010620796820148826,11,0,reference_safeguard,14.821676212226187,1.380897249801525,0.05941307125935591
validation,validation_007,10739,rollout,True,0.8201701131901034,103.8342371735827,103.8342371735827,10,0.0037880000309087336,398,151,rollout_adp,12.587254064551633,1.7781803100982474,0.04284761151742663
validation,validation_007,10739,local_search,True,0.8390036415261509,108.13830612108997,108.13830612108997,11,0.003693707985803485,854,146,reference_improved,13.105768930457451,1.7781803100982474,0.04284761151742663
validation,validation_007,10739,frozen_adp_safeguard,True,0.8390036415261509,122.24062333346262,122.24062333346262,11,0.14426087500760332,4030,2132,reference_safeguard,14.821676212226187,1.380897249801525,0.05941307125935591
validation,validation_008,10740,adaptive_rollout_adp,True,0.8007350371234697,100.48613246619036,100.48613246619036,10,1.6534960410208441,641140,352912,adaptive_rollout_adp,12.181032025393527,2.80753987333066,0.04253615042051259
validation,validation_008,10740,frozen_adp,True,0.8007350371234697,179.4417200365428,179.4417200365428,12,0.1239404589869082,3512,1766,learned_adp,21.790952227705255,0.9222599166818104,0.0585962290483111
validation,validation_008,10740,search_only,False,0.6036953091058411,118.87564189674332,467.02798734382276,11,0.1377262080204673,4507,2721,learned_adp,14.411564906224609,3.0815624836831237,0.059166450822183185
validation,validation_008,10740,incumbent,True,0.8405880296987758,117.8949687279357,117.8949687279357,10,0.00010537501657381654,10,0,reference_safeguard,14.301582179641322,1.7781803100982474,0.05941307125935591
validation,validation_008,10740,rollout,True,0.8007350371234697,115.38013255212545,115.38013255212545,9,0.005772500007878989,340,136,rollout_adp,14.000851648920017,1.7781803100982474,0.05941307125935591
validation,validation_008,10740,local_search,True,0.8007350371234697,115.38013255212545,115.38013255212545,9,0.0013687090249732137,364,78,reference_improved,14.000851648920017,1.7781803100982474,0.05941307125935591
validation,validation_008,10740,frozen_adp_safeguard,True,0.8405880296987758,117.8949687279357,117.8949687279357,10,0.13288879196625203,3522,1766,reference_safeguard,14.301582179641322,1.7781803100982474,0.05941307125935591
validation,validation_009,10741,adaptive_rollout_adp,True,0.8121768134352167,103.7579718783072,103.7579718783072,10,0.28414487501140684,110115,73664,adaptive_rollout_adp,12.577370851726354,1.149157587355644,0.059191843568645916
validation,validation_009,10741,frozen_adp,False,0.6147808362340341,117.61310242882449,460.2226843118075,8,0.05862504197284579,2149,1483,learned_adp,14.280594075526952,1.8070093861576633,0.05941307125935591
validation,validation_009,10741,search_only,False,0.7286998416286464,99.78827818007228,385.4383573657491,8,0.05153437500121072,1755,1091,learned_adp,12.108672407994245,0.8638926780564298,0.059166450822183185
validation,validation_009,10741,incumbent,True,0.8330460563868594,108.62882277204618,108.62882277204618,11,0.00011191598605364561,11,0,reference_safeguard,13.165379771119603,1.149157587355644,0.05941307125935591
validation,validation_009,10741,rollout,True,0.8121768134352167,108.4213149827817,108.4213149827817,10,0.003041666990611702,347,151,rollout_adp,13.14635282387137,1.2242946330766595,0.059191843568645916
validation,validation_009,10741,local_search,True,0.8330460563868594,108.62882277204618,108.62882277204618,11,0.001306292018853128,270,51,reference_safeguard,13.165379771119603,1.149157587355644,0.05941307125935591
validation,validation_009,10741,frozen_adp_safeguard,True,0.8330460563868594,108.62882277204618,108.62882277204618,11,0.05366787500679493,2160,1483,reference_safeguard,13.165379771119603,1.149157587355644,0.05941307125935591
validation,validation_010,10742,adaptive_rollout_adp,True,0.8145082965539786,104.31752008787261,104.31752008787261,11,1.1221059579984285,425284,254970,adaptive_rollout_adp,12.640205902111418,2.80753987333066,0.04253615042051259
validation,validation_010,10742,frozen_adp,False,0.5155252786736122,94.3195485159093,486.55690917910323,7,0.08176245901267976,2516,1516,learned_adp,11.451690113126848,1.8070093861576633,0.055540358114866184
validation,validation_010,10742,search_only,True,0.8145082965539786,132.2491891662725,132.2491891662725,10,0.13930354197509587,3652,1910,learned_adp,16.05153041570006,1.1939413087055442,0.05918738573803378
validation,validation_010,10742,incumbent,True,0.8351184858257588,111.30030822682568,111.30030822682568,11,0.0002334999735467136,11,0,reference_safeguard,13.491376590476177,1.7781803100982474,0.059201291408881127
validation,validation_010,10742,rollout,True,0.8145082965539786,108.98799917979743,108.98799917979743,11,0.00520270800916478,391,156,rollout_adp,13.210079991695954,1.2242946330766595,0.059201291408881127
validation,validation_010,10742,local_search,True,0.8351184858257588,111.30030822682568,111.30030822682568,11,0.001285708975046873,278,50,reference_safeguard,13.491376590476177,1.7781803100982474,0.059201291408881127
validation,validation_010,10742,frozen_adp_safeguard,True,0.8351184858257588,111.30030822682568,111.30030822682568,11,0.08421829104190692,2527,1516,reference_safeguard,13.491376590476177,1.7781803100982474,0.059201291408881127
validation,validation_011,10743,adaptive_rollout_adp,True,0.8037898072198189,108.07969937686545,108.07969937686545,10,0.8367607499822043,330245,217820,adaptive_rollout_adp,13.106213955709169,1.7220589665880237,0.0585962290483111
validation,validation_011,10743,frozen_adp,True,0.8160190115296712,175.6467652406828,175.6467652406828,12,0.08348616602597758,2921,1677,learned_adp,21.329966432932128,1.7220589665880237,0.0585962290483111
validation,validation_011,10743,search_only,False,0.581910746551302,87.47912310203779,446.5237498263868,7,0.10833974997512996,3807,2248,learned_adp,10.61178894183383,5.923139283038674,0.055184359871914224
validation,validation_011,10743,incumbent,True,0.8416878794180067,120.07038833039053,120.07038833039053,11,0.00010687502799555659,11,0,reference_safeguard,14.557629756765778,1.7781803100982474,0.059201291408881127
validation,validation_011,10743,rollout,True,0.8037898072198189,107.9861638174877,107.9861638174877,11,0.003528959001414478,421,140,rollout_adp,13.088351984937487,0.3126404740316717,0.05278198759371104
validation,validation_011,10743,local_search,True,0.8416878794180067,110.84629086590864,110.84629086590864,11,0.002636041957885027,576,99,reference_improved,13.435310310304178,1.7781803100982474,0.04284761151742663
validation,validation_011,10743,frozen_adp_safeguard,True,0.8416878794180067,120.07038833039053,120.07038833039053,11,0.08600541698979214,2932,1677,reference_safeguard,14.557629756765778,1.7781803100982474,0.059201291408881127
