profile_id,split,scenario_id,scenario_seed,method,adaptive_rollout_depth,success,native_goal_success,required_coverage,required_target_count,required_covered_count,missing_required_ids,coverage,covered_target_count,inspectable_sample_coverage,whole_sample_coverage,graph_cost,penalized_cost,total_delta_v,selected_count,mission_duration_s,online_time_s,base_policy_time_s,safe_action_evaluations,shield_rejections,min_clearance,peak_input,unsafe_selected_edges,required_visibility_available,required_visibility_upper_bound,available_node_count,base_success,base_graph_cost,cost_exceeds_successful_base,policy_source,route_node_ids,covered_target_mask,base_route_node_ids
required06,test,required06_test_041,202609060041,adaptive_rollout_adp,3,True,True,1.0,6,6,,0.6395165513938615,25,0.6097560975609756,0.2777777777777778,109.16142406078448,109.16142406078448,13.256517816222631,7,630.0,1.0287953739752993,0.00032966595608741045,375758,237849,3.043484822370052,0.05858419313244918,0,True,1.0,23,False,40.48636682821154,False,adaptive_rollout_adp,cand_0015;cand_0009;cand_0045;cand_0052;cand_0066;cand_0005;cand_0000,764489856571,cand_0005;cand_0000;cand_0070;cand_0010;cand_0013
required06,test,required06_test_041,202609060041,coverage_only80,3,False,True,0.6666666666666666,6,4,mesh_00007;mesh_00052,0.8078548719893245,31,0.7560975609756098,0.34444444444444444,98.19491179882961,764.8615784654962,11.903086367904125,10,900.0,0.4504336249665357,0.00043287500739097595,156488,98310,0.9222599166818104,0.0585962290483111,0,True,1.0,23,False,76.80823400104146,False,adaptive_rollout_adp,cand_0005;cand_0066;cand_0052;cand_0055;cand_0051;cand_0062;cand_0063;cand_0009;cand_0021;cand_0016,1099439144499,cand_0016;cand_0014;cand_0055;cand_0051;cand_0066;cand_0009;cand_0021
required06,test,required06_test_042,202609060042,incumbent,3,False,False,0.3333333333333333,6,2,mesh_00015;mesh_00033;mesh_00052;mesh_00055,0.1895736900521596,9,0.21951219512195122,0.1,40.48636682821154,873.8197001615449,4.903459065925027,5,450.0,0.00041625002631917596,0.0004160830285400152,123,103,1.9085174912558591,0.0384879681927742,0,True,1.0,23,False,40.48636682821154,False,deterministic_base,cand_0005;cand_0000;cand_0070;cand_0010;cand_0013,1099512807883,cand_0005;cand_0000;cand_0070;cand_0010;cand_0013
required06,test,required06_test_042,202609060042,rollout,3,False,False,0.0,6,0,mesh_00001;mesh_00007;mesh_00015;mesh_00033;mesh_00052;mesh_00055,0.0,0,0.0,0.0,0.0,1000.0,0,0,0.0,0.00040125101804733276,0.0003783340216614306,0,0,nan,nan,0,True,1.0,23,False,40.48636682821154,False,no_candidate,,0,cand_0005;cand_0000;cand_0070;cand_0010;cand_0013
required06,test,required06_test_042,202609060042,local_search,3,False,False,0.0,6,0,mesh_00001;mesh_00007;mesh_00015;mesh_00033;mesh_00052;mesh_00055,0.0,0,0.0,0.0,0.0,1000.0,0,0,0.0,0.00048058299580588937,0.0004567920113913715,0,0,nan,nan,0,True,1.0,23,False,40.48636682821154,False,no_candidate,,0,cand_0005;cand_0000;cand_0070;cand_0010;cand_0013
required06,test,required06_test_042,202609060042,adaptive_rollout_adp,3,True,True,1.0,6,6,,0.6175179322086994,25,0.6097560975609756,0.2777777777777778,109.16142406078448,109.16142406078448,13.256517816222631,7,630.0,1.0591541250469163,0.0003923330223187804,375758,237849,3.043484822370052,0.05858419313244918,0,True,1.0,23,False,40.48636682821154,False,adaptive_rollout_adp,cand_0015;cand_0009;cand_0045;cand_0052;cand_0066;cand_0005;cand_0000,764489856571,cand_0005;cand_0000;cand_0070;cand_0010;cand_0013
required06,test,required06_test_042,202609060042,coverage_only80,3,False,True,0.8333333333333334,6,5,mesh_00007,0.8104263099478404,32,0.7804878048780488,0.35555555555555557,105.57758218657739,688.9109155199108,12.801975972292983,10,900.0,0.47152291698148474,0.0006139999604783952,162925,105691,1.0871041962737076,0.0585962290483111,0,True,1.0,23,False,121.69293792595361,False,adaptive_rollout_adp,cand_0005;cand_0066;cand_0052;cand_0055;cand_0062;cand_0063;cand_0045;cand_0009;cand_0021;cand_0016,1099506253363,cand_0005;cand_0010;cand_0013;cand_0070;cand_0009;cand_0055;cand_0051;cand_0062;cand_0063;cand_0066;cand_0015
required06,test,required06_test_043,202609060043,incumbent,3,False,False,0.3333333333333333,6,2,mesh_00015;mesh_00033;mesh_00052;mesh_00055,0.17447095606278706,7,0.17073170731707318,0.07777777777777778,35.671146783826224,869.0044801171596,4.322493677348781,4,360.0,0.00027841696282848716,0.0002782079973258078,95,78,9.506295741486179,0.0384879681927742,0,True,1.0,21,False,35.671146783826224,False,deterministic_base,cand_0005;cand_0000;cand_0070;cand_0010,1099511628235,cand_0005;cand_0000;cand_0070;cand_0010
required06,test,required06_test_043,202609060043,rollout,3,False,False,0.0,6,0,mesh_00001;mesh_00007;mesh_00015;mesh_00033;mesh_00052;mesh_00055,0.0,0,0.0,0.0,0.0,1000.0,0,0,0.0,0.00028837600257247686,0.00026983401039615273,0,0,nan,nan,0,True,1.0,21,False,35.671146783826224,False,no_candidate,,0,cand_0005;cand_0000;cand_0070;cand_0010
required06,test,required06_test_043,202609060043,local_search,3,False,False,0.0,6,0,mesh_00001;mesh_00007;mesh_00015;mesh_00033;mesh_00052;mesh_00055,0.0,0,0.0,0.0,0.0,1000.0,0,0,0.0,0.00027241703355684876,0.00025804201140999794,0,0,nan,nan,0,True,1.0,21,False,35.671146783826224,False,no_candidate,,0,cand_0005;cand_0000;cand_0070;cand_0010
