method,action,sample,time_s,rx,ry,rz,vx,vy,vz,ux,uy,uz
adaptive_rollout_adp,1,0,3.0,-0.045494680385305825,-35.007913314698484,10.017839947929797,-0.030335804010919072,-0.0052412222481652586,0.011893287202371691,-0.010105907869716279,-0.0017813881922581704,0.003977236584168219
adaptive_rollout_adp,1,1,6.0,-0.17891655809490087,-35.03060676629083,10.070131243924887,-0.05861759134599459,-0.009855748439651188,0.02296754332818552,-0.009409742319340627,-0.0016388081060305123,0.0037042713710665085
adaptive_rollout_adp,1,2,9.0,-0.39409596144769693,-35.066242473790766,10.154416409007444,-0.08484030089816558,-0.013871722422930744,0.033222512784779515,-0.008712950147675473,-0.0015009558620913649,0.0034312634851161195
adaptive_rollout_adp,1,3,12.0,-0.6848482515927743,-35.11306705782084,10.268237225730683,-0.10899901568519574,-0.01731733459236141,0.04265795885265042,-0.008015539381699391,-0.0013678356868310072,0.003158216071341551
adaptive_rollout_adp,1,4,15.0,-1.0449742551298515,-35.16941177853673,10.409134794804535,-0.13108896301320858,-0.02022082074574153,0.051273663689546785,-0.007317518055517089,-0.0012394517521267428,0.0028851322752226558
adaptive_rollout_adp,1,5,18.0,-1.4682606972157852,-35.23369267012224,10.574649591733104,-0.1511055146371721,-0.022610460940622697,0.05906942833423582,-0.006618894210266876,-0.0011158081752948405,0.0026120152426584086
adaptive_rollout_adp,1,6,21.0,-1.9484806351479445,-35.30441067185152,10.762321523462939,-0.1690441869183299,-0.02451457834940081,0.06604507270994404,-0.00591967589402802,-0.0009969090190431041,0.0023388681199306635
adaptive_rollout_adp,1,7,24.0,-2.479393892415295,-35.38015175571468,10.969689985041134,-0.18490064097857598,-0.025961538113208445,0.07220043562747168,-0.005219871161728045,-0.0008827582914240718,0.002065694053667913
adaptive_rollout_adp,1,8,27.0,-3.054747493208018,-35.45958705060332,11.194293916282295,-0.19867068285176964,-0.026979746194631136,0.0775353747879807,-0.004519488075049918,-0.0007733599457888406,0.0017924961908090346
adaptive_rollout_adp,1,9,30.0,-3.6682760973764816,-35.54147296305249,11.433671858443361,-0.21035026363198825,-0.02759764822927028,0.08204976678545645,-0.003818534702339205,-0.0006687178807415254,0.0015192776785670405
adaptive_rollout_adp,1,10,33.0,-4.313702435830374,-35.62465129453566,11.685362010905342,-0.2199354796187147,-0.02784372837617534,0.08574350710884297,-0.0031170191185111063,-0.0005688359400943498,0.0012460416643928227
adaptive_rollout_adp,1,11,36.0,-4.984737746368793,-35.70804935530925,11.946902287860954,-0.22742257245895672,-0.027746508167168053,0.08861651014385179,-0.002414949404957441,-0.00047371791282336184,0.0009727912959388929
adaptive_rollout_adp,1,12,39.0,-5.6750822099321,-35.790680074803554,12.215830375007204,-0.2328079292862953,-0.02733454535508139,0.09066870917444425,-0.0017123336494535473,-0.00038336753302478844,0.0006995297210231222
adaptive_rollout_adp,1,13,42.0,-6.378425387266288,-35.87164210855679,12.489683786241928,-0.23608808285685975,-0.02663643276093599,0.09190005638398739,-0.0010091799460651178,-0.0002977884798720166,0.00042626008759247963
adaptive_rollout_adp,1,14,45.0,-7.088446655990688,-35.95011994168908,12.765999920363301,-0.2372597116822264,-0.025680797120076874,0.09231052285608328,-0.0003054963950549489,-0.00021698437757321231,0.00015298554368676966
adaptive_rollout_adp,1,15,48.0,-7.798815648059728,-36.02538398891331,13.04231611777136,-0.23631964015923854,-0.024496297927293208,0.09190009857507184,0.00039870889721036645,-0.00014095879532956734,-0.00012029076259763814
adaptive_rollout_adp,1,16,51.0,-8.503192687609552,-36.09679069107988,13.316169717170528,-0.23326483869674502,-0.023111626280943917,0.09066879242620711,0.001103427818353828,-6.971524729418408e-05,-0.0003935656831440715
adaptive_rollout_adp,1,17,54.0,-9.195229229180212,-36.163782608252355,13.58509811227219,-0.22809242383925504,-0.021555503726112007,0.08861663219550703,0.0018086522500814822,-3.2571925315926648e-06,-0.0006668360698518197
adaptive_rollout_adp,1,18,57.0,-9.86856829630421,-36.22588850931115,13.846638808496323,-0.2207996583875066,-0.019856681096810422,0.08574366456927664,0.002514374068275937,5.8411965022097734e-05,-0.0009400987746724025
adaptive_rollout_adp,1,19,60.0,-10.516844920452101,-36.28272345808243,14.098329479671206,-0.21138395151594624,-0.018043937357262285,0.08204995513330478,0.00322058514308996,0.00011528887659841165,-0.0012133506496458356
adaptive_rollout_adp,1,20,63.0,-11.13368658032591,-36.33398889598951,14.33770802473023,-0.1998428588871178,-0.01614607844227843,0.07753558837173427,0.00392727733904013,0.00016737024863508446,-0.0014865885469368904
adaptive_rollout_adp,1,21,66.0,-11.712713641491067,-36.37947272122407,14.562312624404834,-0.1861740827629578,-0.014191936096755123,0.07220066766560562,0.004634442515100557,0.00021465284281400426,-0.001759809318871363
adaptive_rollout_adp,1,22,69.0,-12.247539796337586,-36.41904936443451,14.769681797912575,-0.1703754721129953,-0.01221036671431486,0.06604531529107421,0.0053420725247966625,0.0002571334760985175,-0.0020330098179723293
adaptive_rollout_adp,1,23,72.0,-12.731772504361203,-36.45267986092905,14.957354459639365,-0.15244502271945404,-0.010230250175113207,0.05906967241730107,0.006050159216299033,0.0002948090207700955,-0.002306186896996409
adaptive_rollout_adp,1,24,75.0,-13.15901343275517,-36.480411919391024,15.122869975814886,-0.1323808772792545,-0.008280488682834602,0.051273899104017244,0.006758694432517326,0.00032767640446436787,-0.002579337408970017
adaptive_rollout_adp,1,25,78.0,-13.5228588973034,-36.50237998710387,15.263768221180213,-0.11018132550291426,-0.006390005600900103,0.04265817429876176,0.007467670011194229,0.0003557326102065137,-0.002852458207225618
adaptive_rollout_adp,1,26,81.0,-13.816900303565657,-36.518805311683735,15.377589635646661,-0.08584480421034418,-0.004587744287910035,0.03322269583379328,0.008177077784999508,0.0003789746764460184,-0.003125546145437976
adaptive_rollout_adp,1,27,84.0,-14.03472458834547,-36.52999599931719,15.461875280944877,-0.05936989742353861,-0.00290266693234456,0.02296768042267547,0.008886909581624074,0.0003973996970907894,-0.003398598077660402
adaptive_rollout_adp,1,28,87.0,-14.169914661431484,-36.53634706950199,15.514166897263195,-0.030755336456157724,-0.0013637533865451532,0.011893363656536107,0.00959715722387414,0.0004110048215406346,-0.0036716108583609874
adaptive_rollout_adp,1,29,90.0,-14.216049847602848,-36.53834050628877,15.532006959874282,-4.5102810375396984e-17,-1.3660947373317356e-17,4.85722573273506e-17,0.010307812529765415,0.0004197872547201009,-0.00394458134245885
adaptive_rollout_adp,2,0,93.0,-14.333061171540463,-36.41185549285446,15.543964936187628,-0.07791227369867722,0.08441148955267067,0.007971976555841368,-0.026011419425760168,0.02804890804422496,0.002677211442081444
adaptive_rollout_adp,2,1,96.0,-14.674605186359507,-36.03982920972676,15.57901538470797,-0.1496947020798567,0.16368724469970314,0.015394966692274699,-0.024152449485350336,0.02616764404293969,0.002494246229788349
adaptive_rollout_adp,2,2,99.0,-15.222410108191415,-35.437787587068996,15.635511087027183,-0.21542584089979272,0.23774820301877359,0.022268798696908093,-0.02230712740843044,0.024273807292193743,0.0023112522840194167
adaptive_rollout_adp,2,3,102.0,-15.958440404003175,-34.62149252388694,15.711804328575166,-0.2751846344933824,0.30651611481019203,0.028593313507803926,-0.02047547445293272,0.022367490508653567,0.002128231712847245
adaptive_rollout_adp,2,4,105.0,-16.86489795242797,-33.606939445268445,15.806246936575379,-0.3290504125027347,0.36991354615485866,0.03436836471623142,-0.018657511719322437,0.020448786552754342,0.001945186624651147
adaptive_rollout_adp,2,5,108.0,-17.92422319476936,-32.41035485048731,15.917190318008295,-0.3771028865976547,0.4278638819467765,0.03959381856920058,-0.016853260150354814,0.018517788427630306,0.0017621191280928726
adaptive_rollout_adp,2,6,111.0,-19.11909627615489,-31.04819385204791,16.042985497582137,-0.4194221471881079,0.48029132890006054,0.04426955397177742,-0.015062740530833792,0.016574589278043325,0.0015790313320923131
adaptive_rollout_adp,2,7,114.0,-20.43243817681514,-29.53713770574708,16.18198315571022,-0.45608866012873006,0.5271209185303845,0.048395462489180516,-0.013285973487372578,0.014619282389309905,0.0013959253458032082
adaptive_rollout_adp,2,8,117.0,-21.847411833464438,-27.894091331830108,16.332533666494268,-0.4871832634154478,0.5682785101108062,0.05197144834865883,-0.011522979488156027,0.01265196118622653,0.0012128032785888474
adaptive_rollout_adp,2,9,120.0,-23.347423250759718,-26.136180827317723,16.49298713571303,-0.5127871638742749,0.6036907936019138,0.05499742844115071,-0.009773778842704852,0.010672719231993418,0.00102966723999777
adaptive_rollout_adp,2,10,123.0,-24.916122602814085,-24.28075096958128,16.661693438815544,-0.5329819338423506,0.633285292556235,0.05747333232272419,-0.008038391701641672,0.008681650227136713,0.000846519339739467
adaptive_rollout_adp,2,11,126.0,-26.537405324741954,-22.34536271124336,16.83700225891839,-0.5478495078412852,0.6569903669968519,0.05939910221579841,-0.006316838056458853,0.0066788480084290155,0.000663361687660072
adaptive_rollout_adp,2,12,129.0,-28.19541319421277,-20.34779066648131,17.01726312480629,-0.5574721792428787,0.6747352162701651,0.060774693010146236,-0.004609137739288236,0.00466440654780843,0.00048019639371805947
adaptive_rollout_adp,2,13,132.0,-29.874535402990517,-18.306020588811315,17.200825448935383,-0.5619325969272791,0.6864498818727507,0.06160007226367801,-0.0029153104226726516,0.0026384199512959955,0.0002970255679599367
adaptive_rollout_adp,2,14,135.0,-31.559409618436465,-16.23824684043087,17.38603856543851,-0.5613137619336449,0.6920652502522547,0.06187522020300648,-0.0012353756193393137,0.000600982457911615,0.00011385132049593913
adaptive_rollout_adp,2,15,138.0,-33.23492303495272,-14.162869853197547,17.571251768131894,-0.5556990241033798,0.6915130555822687,0.06160012972379282,0.00043064731802498215,-0.0014478115614115835,-6.932423852428274e-05
adaptive_rollout_adp,2,16,141.0,-34.88621341534445,-12.098493581322236,17.754814348522494,-0.5451720787160049,0.6847258825111332,0.06077480639087381,0.0020827391969967983,-0.0035078676049144107,-0.00025249899893596767
adaptive_rollout_adp,2,17,144.0,-36.49867012207873,-10.06392294585518,17.93507563381544,-0.5298169631177352,0.6716371688846138,0.059399268438170144,0.0037208809856371415,-0.00557909104110021,-0.0004356708505835541
adaptive_rollout_adp,2,18,147.0,-38.0579351384183,-8.078161271043214,18.11038502492086,-0.5097180533428264,0.6521812084423962,0.0574735467683758,0.005345053812710706,-0.007661387109825076,-0.0006188376833449914
adaptive_rollout_adp,2,19,150.0,-39.549904079408584,-6.160407712636864,18.27909203445943,-0.48496006072775955,0.6262931534883476,0.054997684952428655,0.006955238967903284,-0.00975466092338941,-0.0008019973871560432
adaptive_rollout_adp,2,20,153.0,-40.96072719269659,-4.330054678226093,18.439546324766038,-0.45562802851833,0.5939090175344898,0.05197173922876214,0.008551417902037292,-0.011858817467631089,-0.0009851478520345996
adaptive_rollout_adp,2,21,156.0,-42.27681034916053,-2.606685239683605,18.590097745890834,-0.42180732846970714,0.5549656779186348,0.04839577850233809,0.010133572227285467,-0.01397376160301994,-0.001168286968104982
adaptive_rollout_adp,2,22,159.0,-43.48481602332918,-1.0100705377948365,18.729096373597084,-0.3835836574395326,0.509400878395628,0.04426988434346077,0.01170168371738268,-0.016099398065753827,-0.001351412625622249
adaptive_rollout_adp,2,23,162.0,-44.57166426357016,0.4398328208461444,18.854892547355135,-0.3410430339741238,0.4571532317021489,0.039594150986372055,0.013255734307835916,-0.018235631468856005,-0.0015345227149965008
adaptive_rollout_adp,2,24,165.0,-45.524533652026555,1.722885374595405,18.965836908331816,-0.29427179488785005,0.3981622220950195,0.03436868532762784,0.01479570609613236,-0.02038236630327399,-0.0017176151268171796
adaptive_rollout_adp,2,25,168.0,-46.33086225428152,2.8187674250930375,19.060280437374654,-0.24335659183574915,0.33236820786296806,0.028593606924255652,0.016321581341945644,-0.022539506938979856,-0.0019006877518773736
adaptive_rollout_adp,2,26,171.0,-46.9783485587307,3.706981663092463,19.136574492990242,-0.18838438787945094,0.2597124238117998,0.022269047991693575,0.017833342467340196,-0.024706957626071835,-0.0020837384811981103
adaptive_rollout_adp,2,27,174.0,-47.454952405642445,4.366855801705293,19.193070849316076,-0.12944245404647636,0.18013698372292514,0.015395153401510408,0.01933097205697377,-0.02688462249587735,-0.002266765206052656
adaptive_rollout_adp,2,28,177.0,-47.74889590588607,4.777545216981749,19.22812173408525,-0.06661836588297951,0.09358488278519547,0.00797208067890718,0.020814452858298034,-0.029072405562057445,-0.002449765817990804
adaptive_rollout_adp,2,29,180.0,-47.84866434930861,4.918035595746491,19.240079866583297,-3.0531133177191805e-16,-1.6653345369377348e-16,1.734723475976807e-17,0.022283767781757332,-0.03127021072171251,-0.002632738208863168
adaptive_rollout_adp,3,0,183.0,-47.76702945511626,4.985957880727404,19.273296951747508,0.05447457976200643,0.04521989265642673,0.022144702184009227,0.018290596313935384,0.015134870216849164,0.007406208686744014
adaptive_rollout_adp,3,1,186.0,-47.52702914829566,5.184144257079511,19.370660713464318,0.10557318054516102,0.08684654704719409,0.04276440998154075,0.0170663982456401,0.014056570359584613,0.006897961283700966
adaptive_rollout_adp,3,2,189.0,-47.13885526982652,5.501887027742253,19.527595450289464,0.1532532344592789,0.12492802315642555,0.06185864746446387,0.015835498510195445,0.01298660335767905,0.006389634416809682
adaptive_rollout_adp,3,3,192.0,-46.612826986594754,5.928623312690856,19.739524085704264,0.1974724256927895,0.15951280540533033,0.0794269738455143,0.014597911287447573,0.011925014655304707,0.005881233941946616
adaptive_rollout_adp,3,4,195.0,-45.95939003269086,6.453936319240947,20.001868273549764,0.23818869215579602,0.1906498006459121,0.09546898348591581,0.013353650834281845,0.010871849600116612,0.005372765715836165
adaptive_rollout_adp,3,5,198.0,-45.18911594578716,7.067556606315221,20.31004850348281,0.2753602271177491,0.21838833614197561,0.10998430590239469,0.012102731484458583,0.009827153442730186,0.004864235595983221
adaptive_rollout_adp,3,6,201.0,-44.312701298610115,7.759363342634132,20.659484206452284,0.3089454808397018,0.24277815753747078,0.1229726057735866,0.010845167648447977,0.00879097133619997,0.004355649440605679
adaptive_rollout_adp,3,7,204.0,-43.34096692552411,8.519385558792674,21.045593860193613,0.338903162201114,0.2638694268122149,0.1344335829458361,0.009580973813264037,0.007763348335499458,0.0038470131085669695
