family,case_id,case_label,run_dir,case_elapsed_s,method,random_seed,initial_x,initial_y,initial_z,mesh_target_count,candidate_limit,branch_width,candidate_pool_width,lookahead_depth,training_episodes,coverage,raw_coverage,coverage_success,feasible,total_delta_v,min_clearance,passive_margin,peak_input,selected_count,planning_time,graph_cost,policy_source,learned_graph_cost,rollout_graph_cost,reference_graph_cost,improved_reference_graph_cost,incumbent_improvement,exact_cost,optimality_gap,exact_expansions,td_updates,mean_absolute_td_error,shield_rejections,safe_action_evaluations,critic_enabled,rollout_enabled,safeguard_enabled,local_improvement_enabled
components,component_ablation,Matched primary-graph component ablation,data/results/adp_component_ablation_20260801/cases/component_ablation,1454.8259647499945,set_cover_cw_tour,7,0.0,-35.0,10.0,180,96,6,18,2,80,0.9833333333333333,0.9833333333333333,True,True,21.592132727998507,9.910694612040198,1.5091074156907407,0.038829011624937425,21,6.117380415991647,,,,,,,,,,,,,,,,,,
components,component_ablation,Matched primary-graph component ablation,data/results/adp_component_ablation_20260801/cases/component_ablation,1454.8259647499945,safe_graph_adp_critic_only,7,0.0,-35.0,10.0,180,96,6,18,2,80,0.9833333333333333,0.9833333333333333,True,True,42.86134989501608,1.3446789305806757,1.327381347316161,0.05984767875410508,26,277.10589620799874,354.2550992013093,learned_adp,354.2550992013093,,,,,,,,167,136.66771198157534,8834,13221,True,False,False,False
components,component_ablation,Matched primary-graph component ablation,data/results/adp_component_ablation_20260801/cases/component_ablation,1454.8259647499945,safe_graph_adp_critic_safeguard,7,0.0,-35.0,10.0,180,96,6,18,2,80,0.9833333333333333,0.9833333333333333,True,True,21.592132727998507,9.910694612040198,1.5091074156907407,0.038829011624937425,21,278.98735445798957,178.83444204067263,reference_safeguard,354.2550992013093,,178.83444204067263,178.83444204067263,0.0,,,,167,136.66771198157534,8834,13242,True,False,True,False
components,component_ablation,Matched primary-graph component ablation,data/results/adp_component_ablation_20260801/cases/component_ablation,1454.8259647499945,safe_graph_adp_rollout,7,0.0,-35.0,10.0,180,96,6,18,2,80,0.9833333333333333,0.9833333333333333,True,True,20.9243880421538,9.910694612040224,6.7301882293129065,0.0371124629788799,20,97.64039679200505,173.3145211507057,rollout_adp,,173.3145211507057,178.83444204067263,178.83444204067263,5.519920889966926,,,,0,0.0,294,2623,False,True,True,False
components,component_ablation,Matched primary-graph component ablation,data/results/adp_component_ablation_20260801/cases/component_ablation,1454.8259647499945,safe_graph_adp_local_search,7,0.0,-35.0,10.0,180,96,6,18,2,80,0.9833333333333333,0.9833333333333333,True,True,19.465129023481527,9.910694612040198,1.5091074156907407,0.038490484884177716,18,52.81435116700595,161.18106556478438,reference_improved,,,178.83444204067263,161.18106556478438,17.65337647588825,,,,0,0.0,435,9273,False,False,True,True
components,component_ablation,Matched primary-graph component ablation,data/results/adp_component_ablation_20260801/cases/component_ablation,1454.8259647499945,safe_graph_adp_no_local,7,0.0,-35.0,10.0,180,96,6,18,2,80,0.9833333333333333,0.9833333333333333,True,True,20.9243880421538,9.910694612040224,6.7301882293129065,0.0371124629788799,20,334.11161125000217,173.3145211507057,rollout_adp,354.2550992013093,173.3145211507057,178.83444204067263,178.83444204067263,5.519920889966926,,,,167,136.66771198157534,9112,15817,True,True,True,False
components,component_ablation,Matched primary-graph component ablation,data/results/adp_component_ablation_20260801/cases/component_ablation,1454.8259647499945,safe_graph_adp,7,0.0,-35.0,10.0,180,96,6,18,2,80,0.9833333333333333,0.9833333333333333,True,True,19.465129023481527,9.910694612040198,1.5091074156907407,0.038490484884177716,18,339.9205380829808,161.18106556478438,reference_improved,354.2550992013093,173.3145211507057,178.83444204067263,161.18106556478438,17.65337647588825,,,,167,136.66771198157534,9547,25069,True,True,True,True
