scenario_id,method,action,candidate_id,sample,time,ax,ay,az,record_basis
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,33,402.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,34,405.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,35,408.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,36,411.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,37,414.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,38,417.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,39,420.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,40,423.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,41,426.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,42,429.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,43,432.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,44,435.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,45,438.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,46,441.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,47,444.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,48,447.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,3,cand_0068,49,450.0,-0.00011157884025098762,0.0,1.9024264582797799e-06,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,0,453.0,-0.0032930163146837757,0.01218295141903272,-0.037055267387574475,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,1,456.0,-0.0030490783442308025,0.011349843384541857,-0.034503739662287425,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,2,459.0,-0.0028109066456547963,0.010515099020071361,-0.031951814457249594,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,3,462.0,-0.0025785039626707393,0.009678757477577573,-0.029399521170393052,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,4,465.0,-0.0023518729725351085,0.008840857927416151,-0.026846889203890112,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,5,468.0,-0.0021310162860150366,0.008001439557890863,-0.024293947963814684,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,6,471.0,-0.001915936447358236,0.0071605415748021255,-0.021740726859803425,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,7,474.0,-0.0017066359342636905,0.006318203200995374,-0.01918725530471705,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,8,477.0,-0.0015031171578531101,0.005474463675909186,-0.016633562714301428,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,9,480.0,-0.0013053824626431563,0.004629362255123275,-0.014079678506848714,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,10,483.0,-0.0011134341265184337,0.003782938209906264,-0.011525632102858507,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,11,486.0,-0.0009272743607052483,0.002935230826763282,-0.00897145292469887,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,12,489.0,-0.0007469053097461354,0.002086279406983385,-0.006417170396267428,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,13,492.0,-0.0005723290514751531,0.0012361232661868057,-0.0038628139426523586,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,14,495.0,-0.00040354759699394807,0.0003848017338720615,-0.001308412989793499,planned_command_not_execution
required09_test_000_bg95,adaptive_rollout_adp,4,cand_0045,15,498.0,-0.0002405628906485863,-0.00046764584703714847,0.0012460030358567298,planned_command_not_execution
