method,sequence,candidate_id,viewpoint_x,viewpoint_y,viewpoint_z,boresight_x,boresight_y,boresight_z,yaw_rad,pitch_rad,qx,qy,qz,qw,new_target_count,cumulative_coverage
safe_graph_adp,0,cand_0012,-0.8662280960933155,5.883517442184143,50.17988047095117,0.08715513431574722,2.9737933436008493e-07,-0.9961947513224088,3.412069027185244e-06,1.4835304749506766,-0.5213335875588719,0.47771449879518024,0.4777146538290366,0.5213337296213144,12,0.13333333333333333
safe_graph_adp,1,cand_0015,16.09830129444599,48.03037917015,41.478375860508145,0.0,-0.9999999944568885,0.00010529113535218654,-1.5707963267948966,-0.00010529113554673336,-3.722603795476788e-05,-3.722603795476788e-05,-0.7071067802066545,0.7071067802066546,13,0.2777777777777778
safe_graph_adp,2,cand_0059,28.257025352716443,46.61473130068363,-39.753872719263256,0.0,-0.9999999944704383,-0.00010516236568187358,-1.5707963267948966,0.00010516236587570752,3.718051100103413e-05,3.7180511001034116e-05,-0.7071067802090498,0.7071067802090499,9,0.37777777777777777
safe_graph_adp,3,cand_0044,5.083574832422295,1.8301748904979456,-50.04148705788724,-0.08714177563911442,-0.0015213565189354209,0.9961947582741061,-3.1241360207834052,-1.483530554713052,0.4773213422887519,0.520966939089126,0.5216937187619419,-0.47811447204211144,10,0.4888888888888889
safe_graph_adp,4,cand_0051,-27.536088684176768,48.06754273739971,-50.22346008325944,-1.8507329002659387e-10,-0.9999999944704471,0.00010516228309921328,-1.5707963269799698,-0.00010516228329304676,-3.7180481807095014e-05,-3.718048180021389e-05,-0.7071067802744847,0.7071067801436182,8,0.5777777777777777
safe_graph_adp,5,cand_0061,15.28630124926567,46.615753179272,-41.47837792336829,0.0,-0.9999999944975257,-0.00010490447285452626,-1.5707963267948966,0.00010490447304693765,3.708933211713859e-05,3.7089332117138577e-05,-0.7071067802138383,0.7071067802138383,2,0.6
safe_graph_adp,6,cand_0007,-0.38656135084674204,47.83582549452614,1.869051073393751,-2.015340788379711e-07,-0.99999999999996,-1.9823278531370748e-07,-1.5707965283289755,1.9823278531370878e-07,7.008588043675577e-08,7.008586631206383e-08,-0.7071068524395974,0.7071067099334836,5,0.6555555555555556
safe_graph_adp,7,cand_0021,-2.224775711377706,46.57688588512727,39.75388600862191,-1.5420938600148773e-10,-0.999999994483996,0.00010503336641371722,-1.570796326949106,-0.0001050333666068387,-3.7134902875067754e-05,-3.71349028693412e-05,-0.7071067802659678,0.7071067801569253,5,0.7111111111111111
safe_graph_adp,8,cand_0016,29.06902539737309,40.031036391104735,39.75474212287525,1.5402267696545626e-11,-0.9999999944975146,0.0001049045784040375,-1.5707963267794944,-0.00010490457859644948,-3.708936943424068e-05,-3.7089369434811935e-05,-0.7071067802083907,0.707106780219282,1,0.7222222222222222
safe_graph_adp,9,cand_0010,-16.572466607169815,9.225170298302405,50.11357745774859,-0.08714201450124355,0.0015214326251887593,-0.9961947372634692,3.1241351955307244,1.4835303136414573,-0.47732125988957025,0.5209669782176106,0.5216937941526941,0.4781144294066135,2,0.7444444444444445
safe_graph_adp,10,cand_0030,4.143465138077736,-30.61234038114548,53.22086807250977,0.0,1.0,0.0,1.5707963267948966,-0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,2,0.7666666666666667
safe_graph_adp,11,cand_0005,-14.216049847602841,-36.53834050628878,15.53200695987428,0.0,0.9238795005218702,-0.3826835095943639,1.5707963267948966,0.3926991652910896,-0.1379497186279568,0.13794971862795677,0.6935199168953026,0.6935199168953028,5,0.8222222222222222
safe_graph_adp,12,cand_0079,22.848791811399927,-13.194116716119785,-37.42292863443598,-0.11557565575751211,0.2790265955379548,0.9533029040020383,1.9634925196032644,-1.2639897843205257,0.5388466029229613,0.5900368542390988,0.4578693465590207,-0.3896877091205577,4,0.8666666666666667
safe_graph_adp,13,cand_0058,28.257025352716443,38.614731344920116,-39.754714018188714,0.0,-0.9999999944704384,-0.00010516236568178404,-1.5707963267948966,0.00010516236587561796,3.718051100100246e-05,3.718051100100246e-05,-0.7071067802090498,0.7071067802090499,1,0.8777777777777778
safe_graph_adp,14,cand_0081,61.85669696331024,1.6224342974607133,-13.148796768188475,-1.0,0.0,0.0,3.141592653589793,-0.0,0.0,0.0,1.0,0.0,2,0.9
safe_graph_adp,15,cand_0009,47.418921929442895,25.245130518419753,3.9077469340009117,-0.9068561680045869,-0.4214039410802866,-0.005532539565039587,-2.7065926654580217,0.00553256778967345,-0.002701106730558413,-0.0005969334113765159,0.9764362384061727,-0.21578836859325082,2,0.9222222222222223
