time,rx,ry,rz,vx,vy,vz,ax,ay,az
915.0,-18.41067065477331,-7.885505108426992,1.909878656594558,-0.24252742953527223,-0.11082959517739828,-0.029338019524828833,0.0020764802895601453,-0.0009452967446702976,0.0008642678368729439
916.0,-18.652293715568536,-7.996473612471651,1.8809489902899859,-0.2407189517212112,-0.11110809492901053,-0.028521306912699683,0.0021307308866404286,-0.0008252282990665449,0.0008191386367106602
917.0,-18.892084725943203,-8.107667152699417,1.8528149583024462,-0.23886328720376537,-0.11127968533876517,-0.027746751060497902,0.002179351110151724,-0.0007141735157018374,0.000776945360783986
918.0,-19.129998998178394,-8.218983057628849,1.8254357713883274,-0.2369654371189397,-0.11135284024145436,-0.027011616926890636,0.002222730757055792,-0.0006114914507392537,0.0007374881181978752
919.0,-19.365996672796328,-8.330326826200741,1.7987732822849258,-0.2350300565873016,-0.11133542677724999,-0.02631335559195764,0.0022612341680578914,-0.0005165863345805728,0.0007005807370405891
920.0,-19.600042383793042,-8.441611542466111,1.7727918059754462,-0.23306147722610865,-0.11123474814842467,-0.025649591484328306,0.00229520186522119,-0.00042890439685940897,0.0006660498215286706
921.0,-19.83210494566321,-8.552757331529833,1.7474579522879559,-0.23106372822038682,-0.1110575833744749,-0.025018110486137664,0.0023249520851231255,-0.00034793091415313837,0.0006337338739659077
922.0,-20.062157060821754,-8.663690853853485,1.7227404699806463,-0.22904055604433735,-0.11081022425592692,-0.02441684885545824,0.002350782214161514,-0.00027318746481814343,0.0006034824770606486
923.0,-20.290175046115298,-8.774344835223891,1.6986101015240243,-0.22699544291870913,-0.11049850974240061,-0.023843882910012926,0.002372970132204392,-0.00020422937644305923,0.0005751555324521424
924.0,-20.51613857719958,-8.884657629882579,1.675039447844915,-0.22493162408439107,-0.11012785788682754,-0.023297419419837144,0.0023917754703889696,-0.0001406433524288389,0.0005486225515818146
925.0,-20.740030449636567,-8.994572814486913,1.6520028423476991,-0.22285210396742977,-0.10970329555499579,-0.022775786660156123,0.0024074407885109495,-8.20452651477347e-05,0.0005237619953110393
926.0,-20.961836355637935,-9.10403881073691,1.6294762335752542,-0.22075967130594387,-0.10922948604775874,-0.02227742607909334,0.002420192677103637,-2.8078104010806e-05,0.0005004606589343306
927.0,-21.18154467544979,-9.21300853465357,1.6074370759159087,-0.21865691330496698,-0.10871075478223644,-0.02180088453794603,0.0024302427889858584,2.1589932410226095e-05,0.00047861309946726376
928.0,-21.39914628243746,-9.321439070635783,1.5858642278035147,-0.21654622888108807,-0.10815111316809863,-0.021344807084669206,0.002437788804757191,6.726721030177012e-05,0.0004581211023029555
929.0,-21.614634360989125,-9.429291368554187,1.56473785689576,-0.21442984105485582,-0.10755428080549398,-0.020907930223915204,0.002443015336437015,0.00010924030995651708,0.0004388931845307248
930.0,-21.828004236413182,-9.536529962262462,1.5440393517512305,-0.21230980854525364,-0.10692370612233128,-0.020489075649495574,0.002446094773179768,0.00014777555928286758,0.0004208441323966083
931.0,-22.039253216056817,-9.643122708020192,1.5237512395586945,-0.21018803661712193,-0.10626258556037847,-0.020087144407478524,0.002447188072750836,0.00018312045959647215,0.00040389457055866164
932.0,-22.248380440922567,-9.749040541426996,1.5038571095027704,-0.20806628722918813,-0.10557388141198139,-0.01970111146032034,0.002446445502215207,0.00021550501124643212,0.00038797056095132626
933.0,-22.455386747105763,-9.854257251565905,1.4843415413787333,-0.20594618852735025,-0.10486033840207555,-0.01933002062446415,0.0024440073310731027,0.00024514294610010826,0.0003730032292234109
934.0,-22.660274536419013,-9.958749271145292,1.4651900390958226,-0.20382924372503403,-0.10412449910353459,-0.0189729798557344,0.0024400044798726286,0.00027223287341876685,0.0003589284168541455
935.0,-22.863047655610377,-10.062495481513668,1.4463889687332128,-0.20171683940979512,-0.10336871826773199,-0.018629156858620276,0.0024345591271379315,0.00029695934519900075,0.0003456863571820938
936.0,-23.063711283619767,-10.165477031500595,1.4279255008358884,-0.19961025331285523,-0.10259517614645763,-0.018297774997184667,0.0024277852772719086,0.00031949384662949276,0.0003332213737030519
937.0,-23.262271826353757,-10.267677169110518,1.4097875566591638,-0.19751066157593455,-0.10180589087599626,-0.017978109486865824,0.00241978929192423,0.00033999571691708565,0.0003214815991060627
938.0,-23.458736818492074,-10.369081085164584,1.391963758090608,-0.1954191455475625,-0.10100272998921365,-0.01766948384786406,0.0024106703871577713,0.0003586130053681146,0.0003104187136219348
939.0,-23.65311483187039,-10.46967576804908,1.374443380996783,-0.1933366981390055,-0.10018742111688213,-0.017371266602133187,0.0024005210985986597,0.0003754832672687603,0.0002999877013566384
940.0,-23.845415390013102,-10.569449868788222,1.3572163117595601,-0.1912642297680355,-0.09936156193518539,-0.01708286819723237,0.0023894277166167516,0.0003907343037898355,0.0002901466233732285
941.0,-24.03564888841713,-10.66839357571392,1.3402730067829491,-0.18920257391696943,-0.09852662941235182,-0.016803738141445188,0.002377470693453322,0.00040448484984540855,0.00028085640637094136
942.0,-24.223826520213393,-10.766498498056306,1.3236044547664387,-0.18715249232972786,-0.09768398840365297,-0.016533362335644567,0.0023647250240912566,0.0004168452135592821,0.00027208064588925556
943.0,-24.40996020685657,-10.863757557826272,1.3072021415548591,-0.1851146798710868,-0.09683489964055214,-0.016271260588380607,0.002351260602548942,0.00042791787073728164,0.0002637854230384145
944.0,-24.59406253351613,-10.960164889405451,1.291058017387843,-0.18308976906982039,-0.0959805271565773,-0.016016984301597804,0.0023371425551722003,0.0004377980175051888,0.0002559391338265611
945.0,-24.776146688862724,-11.055715746300175,1.2751644663841177,-0.18107833436605,-0.09512194518950663,-0.015770114315254,0.0023224315523985347,0.0004465740840505451,0.0002485123302175499
946.0,-24.95622640896364,-11.15040641455413,1.2595142781071902,-0.17908089608181987,-0.09426014459667839,-0.015530258899919555,0.0023071841003741798,0.00045432821220066973,0.00024147757211302593
947.0,-25.134315925019415,-11.244234132349947,1.2441006210695265,-0.17709792413270625,-0.09339603881765436,-0.015297051887185956,0.0022914528137165015,0.00046113669937757496,0.00023480928950781236
948.0,-25.31042991469099,-11.337197015363001,1.2289170180421551,-0.17512984149713057,-0.09253046941606442,-0.015070150928412374,0.0022752866706320304,0.00046707041129230575,0.00022848365411925532
949.0,-25.484583456782918,-11.429293987461406,1.2139573230457654,-0.17317702745898234,-0.09166421123022676,-0.014849235872989645,0.002258731251523236,0.0004721951655755549,0.00022247845983926575
950.0,-25.656791989063212,-11.520524716374723,1.199215699907889,-0.1712398206381608,-0.09079797716006105,-0.014634007257907573,0.0022418289621449206,0.000476572088387266,0.0002167730114025592
951.0,-25.827071269014596,-11.610889553980497,1.1846866022786884,-0.16931852182270973,-0.08993242261588061,-0.014424184900976102,0.002224619242303433,0.0004802579459046623,0.00021134802070629473
952.0,-25.99543733732514,-11.70038948088238,1.1703647550052598,-0.16741339661534613,-0.08906814965285348,-0.014219506590576718,0.0022071387610284564,0.000483305452454846,0.0002061855102551374
953.0,-26.161906483938676,-11.789026054976578,1.1562451367712352,-0.16552467790636302,-0.08820571081325201,-0.014019726865310155,0.0021894215990878006,0.00048576355693418297,0.00020126872324192956
954.0,-26.32649521649696,-11.876801363724685,1.1423229639148782,-0.16365256818412083,-0.08734561269705751,-0.013824615877362525,0.0021714994196599825,0.0004876777090414234,0.0001965820398078242
955.0,-26.489220231016397,-11.96371797987085,1.1285936753448322,-0.16179724169362228,-0.08648831928004184,-0.013633958333836613,0.002153401627927232,0.0004890901067443479,0.0001921108990570995
956.0,-26.650098384652374,-12.049778920359616,1.115052918478232,-0.15995884645299382,-0.08563425499710531,-0.013447552510690637,0.0021351555203028994,0.0004900399263000274,0.0001878417264310632
957.0,-26.80914667041362,-12.134987608227956,1.101696536131069,-0.15813750613706595,-0.08478380760740065,-0.013265209334295003,0.002116786423961405,0.0004905635360561173,0.00018376186607266525
958.0,-26.96638219369807,-12.219347837261006,1.0885205542955139,-0.1563333218366557,-0.08393733085661202,-0.013086751525960613,0.002098317827296173,0.0004906946951744161,0.00017985951783874507
