method,final_coverage_ratio,final_inspectable_coverage_ratio,inspectable_area_ratio,coverage_success,feasible,total_delta_v,peak_requested_input,input_limit,clipped_step_count,clipped_step_ratio,min_clearance,max_speed,rms_tracking_error,terminal_error_rms,rho_min,passive_margin_min,passive_safety_horizon,passive_safety_distance,passive_safe,input_feasible,clearance_feasible,trajectory_feasible,delta_v_per_raw_coverage,coverage_per_delta_v,total_dynamic_cost,selected_viewpoint_count,selected_sooa_count,selected_sooa_ids,mission_duration,planning_time,certificate_status,certificate_expansions,certificate_candidate_count,certificate_target_count,certificate_objective_cost,adp_candidate_pool_size,adp_goal_reached,adp_graph_cost,adp_training_episodes,adp_td_update_count,adp_mean_absolute_td_error,adp_safe_action_evaluations,adp_shield_rejections,adp_lookahead_depth,adp_branch_width,adp_critic_weights,adp_exact_cost,adp_optimality_gap,adp_exact_expansions,adp_policy_source,adp_learned_graph_cost,adp_rollout_graph_cost,adp_reference_graph_cost,adp_improved_reference_graph_cost,adp_incumbent_improvement
safe_graph_adp,0.9833333333333333,0.9833333333333333,1.0,True,True,19.465129023481527,0.038490484884177716,0.06,0,0.0,9.910694612040198,0.8817194778161189,20.737443879663356,3.2993699756152697e-14,1.5091074156907407,1.5091074156907407,300.0,2.0,True,True,True,True,19.795046464557487,0.05051768894760989,160.28106556478437,18,18,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",1620.0,273.45806895798887,,,,,,72,True,161.18106556478438,50,135,143.57831610393063,19374,5477,2,5,56.8147397;309.116119;249.743248;65.6983587;-68.9865534;13.254024;29.4362897;11.7285705;50;59.3821585,,,,reference_improved,325.48650832552534,173.58247644498428,178.83444204067263,161.18106556478438,17.65337647588825
set_cover_cw_tour,0.9833333333333333,0.9833333333333333,1.0,True,True,21.592132727998507,0.038829011624937425,0.06,0,0.0,9.910694612040198,0.8898301013900891,19.969520661320185,2.9537139271930663e-14,1.5091074156907407,1.5091074156907407,300.0,2.0,True,True,True,True,21.958101079320517,0.045541278655546864,177.78444204067262,21,21,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",1890.0,6.097856500011403,,,,,,,,,,,,,,,,,,,,,,,,,
