ros_header_time_s,safe_acceleration_norm_mps2
1788923636.3987992,0.021526447135552178
1788923636.4489796,0.021187439970584643
1788923636.498819,0.020852795005443344
1788923636.5489447,0.020522458930200445
1788923636.598798,0.02019637907655769
1788923636.6489244,0.01987450341016308
1788923636.698898,0.019556780523019554
1788923636.7489345,0.019243159625984548
1788923636.798755,0.01893359054135929
1788923636.8488631,0.018628023695566858
1788923636.8988435,0.018326410111917844
1788923636.9488823,0.01802870140346271
1788923636.998849,0.017734849765929712
1788923637.048824,0.01744480797074733
1788923637.0988998,0.017158529358150362
1788923637.1488981,0.016875967830368536
1788923637.1988113,0.016597077844896706
1788923637.2488205,0.0163218144078457
1788923637.298862,0.01605013306737285
1788923637.3488023,0.0157819899071912
1788923637.3988953,0.015517341540156545
1788923637.448939,0.015256145101931325
1788923637.4989047,0.014998358244724482
1788923637.5488377,0.01474393913110639
1788923637.5989468,0.01449284642789795
1788923637.6489894,0.01424503930013299
1788923637.6989942,0.014000477405093137
1788923637.7489512,0.013759120886414204
1788923637.798948,0.013520930368263424
1788923637.8489435,0.013285866949586493
1788923637.8989015,0.013053892198423784
1788923637.9492369,0.012824968146294871
1788923637.9991717,0.012599057282650409
1788923638.0489855,0.012376122549390899
1788923638.0989494,0.012156127335451237
1788923638.1490796,0.011939035471450516
1788923638.1987562,0.011724811224406249
1788923638.2488317,0.011513419292512117
1788923638.2989082,0.01130482479997888
1788923638.3488858,0.011098993291937304
1788923638.3988578,0.010895890729402752
1788923638.4488351,0.010695483484300489
1788923638.4988284,0.010497738334551095
1788923638.548894,0.010302622459215436
1788923638.5988562,0.010110103433698291
1788923638.6488535,0.009920149225010258
1788923638.6988451,0.009732728187086984
1788923638.7488472,0.009547809056165396
1788923638.7990162,0.00936536094621611
1788923638.8495984,0.009185353344431539
1788923638.8994899,0.009007756106769038
1788923638.9488928,0.008832539453548534
1788923638.9993203,0.008659673965104035
1788923639.0492938,0.00848913057748866
1788923639.0994492,0.008320880578232357
1788923639.149313,0.008154895602152068
1788923639.1996086,0.007991147627213735
1788923639.2493322,0.007829608970445556
1788923639.299456,0.007748302595178981
1788923639.3494272,0.0077957267353135065
1788923639.3996499,0.007842364265789227
1788923639.4495275,0.007886278332169094
1788923639.498804,0.007929733001774582
1788923639.5495403,0.007970959659777236
1788923639.5996947,0.008013727304844015
1788923639.649893,0.008053551483757491
1788923639.698837,0.008091141395721377
1788923639.7496006,0.008129007423294924
1788923639.799113,0.008167568277111301
1788923639.8488958,0.008205011547652769
1788923639.8992517,0.00823875698436937
1788923639.9492328,0.008274887743903808
1788923639.9994009,0.008307863667447188
1788923640.0494134,0.008342082735069593
1788923640.0998814,0.008374299418131406
1788923640.1496582,0.008403613220770859
1788923640.199314,0.008434657167382903
1788923640.2493134,0.008461204853953021
1788923640.2995005,0.008490135674187693
1788923640.3495598,0.008518597428712178
1788923640.3995411,0.008544736456623018
1788923640.4496276,0.008570663244853187
1788923640.4996629,0.008596448576135646
1788923640.5488312,0.008620195551642807
1788923640.5993834,0.008642291992576002
1788923640.649221,0.008667135201539309
1788923640.6998072,0.008688187819713688
1788923640.7493863,0.008708713850358539
1788923640.7995496,0.00873062797107202
1788923640.8500667,0.008751114767354243
1788923640.8994365,0.008768949006082976
1788923640.9491274,0.008787847064750701
1788923640.9995143,0.008806304253753103
1788923641.0493853,0.008821514614547603
1788923641.0993133,0.008837894980505332
1788923641.149032,0.008853813907215045
1788923641.1991208,0.008868983948833621
1788923641.249224,0.00888549359626688
1788923641.2997873,0.0088978925302339
1788923641.3492837,0.008910942435190305
1788923641.3992655,0.008924058879111477
1788923641.4489589,0.008934756241180444
1788923641.499724,0.008945250266114679
1788923641.5489714,0.008956056174357116
1788923641.5990918,0.008967414690803466
1788923641.6492677,0.008976157159393816
1788923641.6996322,0.008986896675799367
1788923641.749565,0.008995451329226599
1788923641.7991288,0.009002842861792544
1788923641.849609,0.009010974194617079
1788923641.898877,0.009017198929981604
1788923641.9490163,0.00902296977989917
1788923641.999249,0.009028921478953558
1788923642.049447,0.009034930628142148
1788923642.0989842,0.00904041464544633
1788923642.1492836,0.009045366873362182
1788923642.199701,0.009047791666101267
1788923642.249558,0.009052244485391601
1788923642.299201,0.008300006958226492
1788923642.349951,0.00833054373154486
1788923642.3993149,0.008358131541397744
1788923642.4496405,0.008386384708508046
1788923642.4999106,0.008412296460492543
1788923642.549017,0.008437900005802487
1788923642.598915,0.008463774590959532
1788923642.6496828,0.008486312862128078
1788923642.6990044,0.008509895001182021
1788923642.7497175,0.008533068551018402
1788923642.7993083,0.008557188291355206
1788923642.849601,0.008577587342148371
1788923642.898958,0.008598292572857205
1788923642.9489813,0.008618096318750768
1788923642.9988692,0.00863744005027339
1788923643.0496469,0.008658699635893297
1788923643.0996413,0.008675299492831672
1788923643.1492693,0.008694404964070748
1788923643.1989386,0.008707879879656913
1788923643.2494533,0.008723159592144803
1788923643.2991943,0.008739753247314007
1788923643.349628,0.008754690412647165
1788923643.3995295,0.008769112892773021
1788923643.4496362,0.008781202277864301
1788923643.4997137,0.008796014370387671
1788923643.549227,0.008807474144199074
1788923643.599278,0.008820981519893703
1788923643.6492205,0.008829382178856128
1788923643.699517,0.00883881748377214
1788923643.7492967,0.008849857952088905
1788923643.799573,0.008860610044985019
1788923643.849272,0.008868235068115213
